#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.96831    -0.96831           0
           2   -0.968347   -0.968328 1.29599e-05
           3   -0.964518   -0.967058  0.00103699
           4   -0.963792   -0.966242  0.00105117
           5    -0.96625   -0.966243 0.000840936
           6   -0.963663   -0.965813 0.000803236
           7   -0.965018     -0.9657 0.000696484
           8   -0.961957   -0.965232  0.00075025
           9   -0.967654   -0.965501 0.000713526
          10   -0.964009   -0.965352 0.000657595
          11   -0.965076   -0.965327 0.000598292
          12   -0.961814   -0.965034 0.000615885
          13   -0.965727   -0.965087 0.000570811
          14   -0.963248   -0.964956 0.000544947
          15   -0.963286   -0.964845 0.000519862
          16   -0.965975   -0.964915  0.00049215
          17   -0.962087   -0.964749 0.000490513
          18   -0.964983   -0.964762 0.000463435
          19     -0.9657   -0.964811 0.000441666
          20   -0.966491   -0.964895 0.000427497
