#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.476982    0.476982           0
           2     0.47074    0.473861  0.00220701
           3    0.490286    0.479336   0.0047064
           4    0.481041    0.479762  0.00354905
           5    0.492241    0.482258  0.00361173
           6    0.493101    0.484065  0.00343221
           7    0.495789     0.48574   0.0033255
           8    0.500658    0.487605  0.00339257
           9    0.465131    0.485108  0.00382577
          10    0.488787    0.485476  0.00346085
          11    0.483582    0.485303   0.0031505
          12    0.502863    0.486767  0.00320984
          13    0.495591    0.487446  0.00303386
          14    0.495003    0.487985  0.00286478
          15     0.50254    0.488956  0.00283336
          16     0.47924    0.488348  0.00272057
          17    0.508316    0.489523  0.00280263
          18    0.485159     0.48928  0.00265739
          19    0.494341    0.489547  0.00253084
          20    0.471454    0.488642  0.00256089
