#   N_BLOCK:  ACCEPTANCE:
           1    0.418578
           2    0.418389
           3    0.418565
           4    0.418562
           5    0.418339
           6    0.418208
           7    0.418125
           8    0.418237
           9    0.418268
          10    0.418316
          11    0.418303
          12     0.41833
          13    0.418205
          14    0.418112
          15    0.418133
          16    0.418069
          17    0.418049
          18    0.418015
          19    0.418009
          20    0.417923
