#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.29169     0.29169           0
           2    0.291757    0.291724 2.37281e-05
           3    0.294953      0.2928 0.000878977
           4    0.291515    0.292479 0.000715532
           5    0.293278    0.292639 0.000589989
           6    0.289606    0.292133 0.000674281
           7     0.29241    0.292173 0.000579109
           8    0.298496    0.292963 0.000896326
           9    0.289528    0.292581 0.000874244
          10    0.291063     0.29243 0.000799893
          11      0.2999    0.293109 0.000973685
          12    0.295862    0.293338 0.000919176
          13    0.290517    0.293121 0.000873704
          14    0.287696    0.292734 0.000893106
          15    0.293828    0.292807 0.000836537
          16    0.290798    0.292681 0.000793613
          17    0.287929    0.292402 0.000794636
          18    0.295688    0.292584 0.000771179
          19    0.295216    0.292723  0.00074293
          20    0.289943    0.292584 0.000718662
