#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.058348    0.058348           0
           2    0.068366    0.063357   0.0035419
           3    0.075208   0.0673073  0.00399737
           4      0.0694   0.0678305  0.00303207
           5    0.064686   0.0672016  0.00249003
           6    0.063202    0.066535  0.00216241
           7    0.064634   0.0662634  0.00187047
           8    0.071816   0.0669575  0.00176073
           9    0.082016   0.0686307  0.00222215
          10     0.05414   0.0671816  0.00242684
          11     0.06706   0.0671705  0.00220624
          12     0.05804   0.0664097  0.00214959
          13    0.062728   0.0661265  0.00200281
          14    0.070972   0.0664726  0.00188942
          15     0.06692   0.0665024   0.0017637
          16     0.04884   0.0653985  0.00196885
          17    0.045882   0.0642505  0.00216199
          18    0.083664    0.065329  0.00229518
          19    0.051616   0.0646073  0.00228505
          20    0.054918   0.0641228  0.00222156
