#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.430882    0.430882           0
           2    0.435251    0.433066  0.00154458
           3     0.42348    0.429871  0.00280497
           4    0.440919    0.432633  0.00318546
           5    0.433972      0.4329   0.0025596
           6    0.426655     0.43186  0.00233506
           7    0.433243    0.432057  0.00200983
           8    0.434404    0.432351  0.00177987
           9    0.432029    0.432315  0.00158246
          10     0.42919    0.432002  0.00145474
          11    0.433525    0.432141  0.00132906
          12    0.424046    0.431466  0.00137891
          13    0.433931    0.431656  0.00128581
          14    0.428738    0.431447  0.00121074
          15    0.435939    0.431747  0.00116646
          16    0.434061    0.431892  0.00110249
          17    0.427811    0.431652  0.00106344
          18    0.428641    0.431484  0.00101743
          19    0.432677    0.431547 0.000965815
          20     0.43049    0.431494  0.00091897
