#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0251688   0.0251688           0
           2  -0.0006776   0.0122456  0.00913808
           3    0.012224   0.0122384  0.00609206
           4   0.0017548   0.0096175  0.00510176
           5  -0.0325944  0.00117512  0.00858353
           6  -0.0214128 -0.00258953  0.00793568
           7    -0.02551 -0.00586389  0.00744696
           8   0.0195728  -0.0026843  0.00716278
           9    0.016444-0.000558933   0.0066748
          10  -0.0046748 -0.00097052  0.00601999
          11    0.005768-0.000357927   0.0055038
          12  -0.0060224-0.000829967  0.00506535
          13   0.0093928   -4.36e-05  0.00473636
          14  -0.0139108 -0.00103411  0.00450043
          15  -0.0228124   -0.002486  0.00442841
          16   0.0045704 -0.00204498  0.00417353
          17  -0.0221428  -0.0032272  0.00409205
          18  -0.0114224 -0.00368249  0.00388996
          19  -0.0114912 -0.00409347  0.00370687
          20  -0.0107564 -0.00442662  0.00353647
