#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.344454    0.344454           0
           2    0.345051    0.344752 0.000211054
           3    0.343723    0.344409 0.000313397
           4    0.342368    0.343899 0.000500507
           5    0.349113    0.344942  0.00101503
           6    0.346124    0.345139 0.000864763
           7    0.344777    0.345087 0.000742768
           8     0.34855     0.34552 0.000765732
           9    0.342916    0.345231 0.000733287
          10    0.347179    0.345425 0.000685349
          11    0.343926    0.345289 0.000636448
          12    0.346099    0.345357 0.000586974
          13    0.347555    0.345526 0.000565648
          14     0.34272    0.345325 0.000559627
          15    0.344992    0.345303  0.00052276
          16    0.345205    0.345297 0.000490123
          17    0.341709    0.345086 0.000504695
          18    0.345441    0.345106 0.000477041
          19    0.347598    0.345237 0.000469627
          20    0.345816    0.345266 0.000447037
