#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646417   -0.646417           0
           2    -0.64648   -0.646448 2.23446e-05
           3   -0.646505   -0.646467 2.13899e-05
           4   -0.646138   -0.646385 7.29725e-05
           5   -0.647247   -0.646557 0.000164913
           6   -0.646719   -0.646584 0.000139614
           7   -0.646986   -0.646642 0.000130949
           8   -0.646093   -0.646573 0.000131338
           9   -0.646027   -0.646513 0.000130004
          10   -0.647138   -0.646575 0.000131207
          11   -0.646379   -0.646557 0.000120482
          12   -0.645828   -0.646497 0.000124833
          13   -0.646028    -0.64646 0.000120321
          14   -0.646794   -0.646484 0.000114054
          15   -0.645939   -0.646448  0.00011209
          16   -0.644724    -0.64634 0.000148076
          17   -0.647293   -0.646396 0.000149593
          18   -0.647565   -0.646461 0.000154729
          19   -0.646065    -0.64644 0.000147985
          20   -0.646156   -0.646426 0.000141267
