sigma,mu,exp_H,error,acceptance
0.716768,0.79969,-0.386412,0.0067965,0.8238
0.716768,0.79969,-0.386412,0.0067965,0.83127
0.680483,0.811565,-0.423176,0.00497993,0.81423
0.640187,0.806145,-0.445979,0.00304936,0.79642
0.643228,0.831022,-0.436366,0.00438717,0.78885
0.660107,0.795216,-0.431079,0.00415809,0.80943
0.633543,0.772152,-0.436722,0.00255094,0.80045
0.670131,0.769354,-0.420253,0.00413721,0.8145
0.639204,0.732988,-0.425378,0.00277518,0.80889
0.603507,0.755241,-0.436265,0.00178722,0.78766
0.603507,0.755241,-0.436265,0.00178722,0.79827
0.623326,0.70622,-0.417569,0.00270203,0.80166
0.623326,0.70622,-0.417569,0.00270203,0.79658
0.63143,0.725241,-0.425585,0.00232756,0.80653
0.637224,0.744324,-0.43451,0.00254134,0.80708
0.598569,0.778199,-0.441598,0.00231394,0.77612
0.598569,0.778199,-0.441598,0.00231394,0.78856
0.598569,0.778199,-0.441598,0.00231394,0.73225
0.598569,0.778199,-0.441598,0.00231394,0.75902
0.571592,0.810767,-0.424983,0.00261537,0.73752
0.588405,0.788172,-0.438084,0.00219928,0.76574
0.622422,0.761408,-0.434878,0.00226963,0.7973
0.622422,0.761408,-0.434878,0.00226963,0.7826
0.622422,0.761408,-0.434878,0.00226963,0.78469
0.64064,0.764002,-0.434605,0.00302663,0.80585
0.64064,0.764002,-0.434605,0.00302663,0.81015
0.655418,0.770059,-0.438178,0.00246035,0.81191
0.655418,0.770059,-0.438178,0.00246035,0.8082
0.655418,0.770059,-0.438178,0.00246035,0.81292
0.655418,0.770059,-0.438178,0.00246035,0.81768
0.655418,0.770059,-0.438178,0.00246035,0.8074
0.630948,0.792607,-0.44356,0.00231363,0.79214
0.635666,0.824934,-0.437698,0.00399837,0.78377
0.635666,0.824934,-0.437698,0.00399837,0.81883
0.635666,0.824934,-0.437698,0.00399837,0.79853
0.635666,0.824934,-0.437698,0.00399837,0.81268
0.635666,0.824934,-0.437698,0.00399837,0.73292
0.635666,0.824934,-0.437698,0.00399837,0.80571
0.635666,0.824934,-0.437698,0.00399837,0.80485
0.630598,0.850751,-0.425373,0.00519629,0.77742
0.646283,0.813431,-0.43799,0.00330373,0.79628
0.646283,0.813431,-0.43799,0.00330373,0.82086
0.646283,0.813431,-0.43799,0.00330373,0.81316
0.635513,0.809257,-0.447404,0.00253995,0.79087
0.635513,0.809257,-0.447404,0.00253995,0.78933
0.635513,0.809257,-0.447404,0.00253995,0.785
0.621056,0.792981,-0.443852,0.00275256,0.7872
0.621056,0.792981,-0.443852,0.00275256,0.79368
0.613769,0.804287,-0.443784,0.00229867,0.77552
0.613769,0.804287,-0.443784,0.00229867,0.72251
0.613769,0.804287,-0.443784,0.00229867,0.80797
0.64351,0.775037,-0.439406,0.00228653,0.80639
0.64351,0.775037,-0.439406,0.00228653,0.81479
0.620262,0.754475,-0.437572,0.00226302,0.79725
0.620262,0.754475,-0.437572,0.00226302,0.79639
0.601188,0.735678,-0.428163,0.00237202,0.78979
0.601188,0.735678,-0.428163,0.00237202,0.78574
0.583995,0.753028,-0.427504,0.00227117,0.772
0.624116,0.79765,-0.441972,0.00294779,0.78712
0.624116,0.79765,-0.441972,0.00294779,0.73998
0.622909,0.772168,-0.440803,0.00257039,0.79457
0.622909,0.772168,-0.440803,0.00257039,0.78469
0.591753,0.788745,-0.441955,0.00189584,0.76625
0.601913,0.755818,-0.437113,0.00239402,0.78828
0.621927,0.781576,-0.443055,0.00259753,0.79178
0.655696,0.783293,-0.438019,0.00299405,0.8084
0.635019,0.804969,-0.441805,0.00298015,0.79256
0.674574,0.788026,-0.430441,0.00354601,0.81558
0.628962,0.803871,-0.438843,0.0031944,0.79042
0.615481,0.826165,-0.438636,0.00283492,0.77137
0.592778,0.80612,-0.439006,0.00222274,0.75865
0.592778,0.80612,-0.439006,0.00222274,0.76376
0.592778,0.80612,-0.439006,0.00222274,0.75851
0.592778,0.80612,-0.439006,0.00222274,0.72551
0.592778,0.80612,-0.439006,0.00222274,0.71934
0.607107,0.770793,-0.437873,0.00210451,0.78358
0.629928,0.787394,-0.43913,0.00370587,0.79538
0.629928,0.787394,-0.43913,0.00370587,0.81159
0.606561,0.768502,-0.441639,0.00205962,0.78464
0.606561,0.768502,-0.441639,0.00205962,0.77587
0.606561,0.768502,-0.441639,0.00205962,0.80942
0.606561,0.768502,-0.441639,0.00205962,0.79223
0.606561,0.768502,-0.441639,0.00205962,0.76246
0.606561,0.768502,-0.441639,0.00205962,0.80333
0.646751,0.809805,-0.439989,0.00340595,0.79723
0.646751,0.809805,-0.439989,0.00340595,0.7981
0.646751,0.809805,-0.439989,0.00340595,0.81306
0.646751,0.809805,-0.439989,0.00340595,0.81368
0.646751,0.809805,-0.439989,0.00340595,0.8235
0.646751,0.809805,-0.439989,0.00340595,0.80331
0.646751,0.809805,-0.439989,0.00340595,0.81092
0.608431,0.811248,-0.442534,0.00320332,0.76771
0.614222,0.767733,-0.436591,0.00281425,0.79138
0.614222,0.767733,-0.436591,0.00281425,0.74829
0.662778,0.800778,-0.431023,0.0042911,0.8094
0.665318,0.796133,-0.43036,0.00342844,0.8113
0.647264,0.802717,-0.440539,0.00329393,0.80293
0.597358,0.794537,-0.43962,0.0018513,0.77232
0.597358,0.794537,-0.43962,0.0018513,0.80314
0.584562,0.812713,-0.436773,0.00210395,0.74894
