sigma,mu,exp_H,error,acceptance
0.582435,0.85414,-0.427041,0.00235122,0.73944
0.60671,0.873443,-0.425576,0.00347126,0.74619
0.60671,0.873443,-0.425576,0.00347126,0.78057
0.60671,0.873443,-0.425576,0.00347126,0.73661
0.564454,0.832077,-0.413259,0.00255204,0.7205
0.582052,0.814007,-0.433707,0.00304494,0.7489
0.582052,0.814007,-0.433707,0.00304494,0.72517
0.582052,0.814007,-0.433707,0.00304494,0.69431
0.582052,0.814007,-0.433707,0.00304494,0.70096
0.588599,0.790836,-0.440322,0.00208222,0.76241
0.625504,0.771732,-0.438928,0.0026909,0.79391
0.640084,0.800179,-0.439341,0.0032167,0.79645
0.639479,0.836611,-0.432693,0.00414841,0.78501
0.64315,0.825852,-0.437493,0.00338803,0.79322
0.63839,0.848601,-0.428011,0.00438422,0.78173
0.640415,0.820508,-0.440044,0.00357547,0.79201
0.640415,0.820508,-0.440044,0.00357547,0.79505
0.640415,0.820508,-0.440044,0.00357547,0.81556
0.654556,0.845531,-0.424772,0.00465039,0.79239
0.654556,0.845531,-0.424772,0.00465039,0.75644
0.639618,0.861013,-0.422498,0.00442138,0.77688
0.639618,0.861013,-0.422498,0.00442138,0.79004
0.639618,0.861013,-0.422498,0.00442138,0.79916
0.639618,0.861013,-0.422498,0.00442138,0.79509
0.639618,0.861013,-0.422498,0.00442138,0.77101
0.608693,0.850017,-0.432567,0.00271967,0.7543
0.608693,0.850017,-0.432567,0.00271967,0.72416
0.593259,0.811463,-0.43958,0.00197467,0.75975
0.608836,0.779301,-0.443645,0.00192329,0.78498
0.608836,0.779301,-0.443645,0.00192329,0.8072
0.608836,0.779301,-0.443645,0.00192329,0.73901
0.608836,0.779301,-0.443645,0.00192329,0.77442
0.608836,0.779301,-0.443645,0.00192329,0.732
0.608836,0.779301,-0.443645,0.00192329,0.77136
0.633458,0.762666,-0.43742,0.0026335,0.80122
0.613861,0.785215,-0.440487,0.00241515,0.78463
0.585682,0.776257,-0.436981,0.00221485,0.76504
0.585682,0.776257,-0.436981,0.00221485,0.74454
0.612574,0.784935,-0.444497,0.00183386,0.78432
0.612574,0.784935,-0.444497,0.00183386,0.81168
0.633668,0.816764,-0.439851,0.00374468,0.78628
0.609806,0.827988,-0.444317,0.00210665,0.76642
0.601223,0.816352,-0.440482,0.00219009,0.76195
0.596493,0.78195,-0.440969,0.00214766,0.77338
0.627762,0.781068,-0.439591,0.0024168,0.79468
0.623434,0.830753,-0.43864,0.0031652,0.77427
0.623434,0.830753,-0.43864,0.0031652,0.77082
0.623434,0.830753,-0.43864,0.0031652,0.72416
0.623434,0.830753,-0.43864,0.0031652,0.81045
0.623434,0.830753,-0.43864,0.0031652,0.71667
0.623434,0.830753,-0.43864,0.0031652,0.78384
0.671796,0.841741,-0.418713,0.00504186,0.80484
0.671796,0.841741,-0.418713,0.00504186,0.77483
0.698983,0.842782,-0.391419,0.00757428,0.82061
0.652275,0.892401,-0.401066,0.00679909,0.7762
0.634304,0.866221,-0.414578,0.00545944,0.77032
0.630655,0.901709,-0.398384,0.00515954,0.75138
0.654154,0.903931,-0.391587,0.00719892,0.77525
0.654154,0.903931,-0.391587,0.00719892,0.76477
0.654154,0.903931,-0.391587,0.00719892,0.80662
0.654154,0.903931,-0.391587,0.00719892,0.79542
0.654154,0.903931,-0.391587,0.00719892,0.78406
0.671887,0.902225,-0.363023,0.00891748,0.78495
0.684177,0.877262,-0.379912,0.00777198,0.80218
0.67916,0.873632,-0.398215,0.00596659,0.80048
0.642587,0.873711,-0.422751,0.00440445,0.77761
0.60335,0.86378,-0.425817,0.00302812,0.743
0.624669,0.833718,-0.437575,0.00335229,0.77708
0.624669,0.833718,-0.437575,0.00335229,0.8014
0.624669,0.833718,-0.437575,0.00335229,0.709
0.632273,0.872026,-0.426161,0.0047498,0.76908
0.632273,0.872026,-0.426161,0.0047498,0.78831
0.612714,0.849054,-0.440046,0.00263277,0.76036
0.592156,0.876348,-0.414251,0.00296793,0.72866
0.592156,0.876348,-0.414251,0.00296793,0.67475
0.592156,0.876348,-0.414251,0.00296793,0.73321
0.575918,0.869478,-0.417117,0.00270488,0.7169
0.575918,0.869478,-0.417117,0.00270488,0.6579
0.596679,0.829022,-0.432213,0.00293983,0.75457
0.605422,0.841422,-0.436117,0.00287872,0.75946
0.643063,0.855224,-0.430255,0.00411651,0.78066
0.67518,0.827926,-0.408386,0.00696462,0.80927
0.645239,0.845853,-0.432959,0.00463093,0.78494
0.645239,0.845853,-0.432959,0.00463093,0.8015
0.59884,0.852052,-0.426588,0.00330409,0.74593
0.612799,0.880841,-0.414381,0.00378498,0.74624
0.636598,0.853637,-0.435989,0.00365817,0.78005
0.636598,0.853637,-0.435989,0.00365817,0.80673
0.636598,0.853637,-0.435989,0.00365817,0.76801
0.636598,0.853637,-0.435989,0.00365817,0.81433
0.669212,0.837837,-0.406402,0.00534008,0.80322
0.669212,0.837837,-0.406402,0.00534008,0.82741
0.709718,0.799882,-0.374827,0.00820246,0.82422
0.735901,0.762468,-0.367241,0.00873205,0.82549
0.735901,0.762468,-0.367241,0.00873205,0.81966
0.706953,0.796044,-0.401521,0.00548732,0.82552
0.706953,0.796044,-0.401521,0.00548732,0.83051
0.731803,0.796458,-0.370003,0.0079302,0.83026
0.716768,0.79969,-0.386412,0.0067965,0.82883
0.716768,0.79969,-0.386412,0.0067965,0.81978
