sigma,mu,exp_H,error,acceptance
0.652884,0.674644,-0.386373,0.00332899,0.74263
0.756303,0.538219,-0.28971,0.0059048,0.75249
0.756303,0.538219,-0.28971,0.0059048,0.6953
0.739087,0.612761,-0.343206,0.00500975,0.77235
0.700371,0.906039,-0.34812,0.00935699,0.80517
0.837391,0.846564,-0.215065,0.0180162,0.84152
0.837391,0.846564,-0.215065,0.0180162,0.81391
0.787163,0.896174,-0.199251,0.0172197,0.83997
0.579875,0.774996,-0.430597,0.00230607,0.76247
0.742012,0.717417,-0.36645,0.00599763,0.81073
0.742012,0.717417,-0.36645,0.00599763,0.82206
0.594501,0.685468,-0.394062,0.00325778,0.7954
0.594501,0.685468,-0.394062,0.00325778,0.4696
0.711241,0.715252,-0.390171,0.00434653,0.81043
0.711241,0.715252,-0.390171,0.00434653,0.77405
0.711241,0.715252,-0.390171,0.00434653,0.8277
0.711241,0.715252,-0.390171,0.00434653,0.79591
0.521988,0.845039,-0.336784,0.00395844,0.66512
0.659191,0.885738,-0.398167,0.00720856,0.78117
0.805052,0.75884,-0.317096,0.0105287,0.81698
0.704542,0.902619,-0.303898,0.0117499,0.80453
0.743554,0.742557,-0.368376,0.00547878,0.8189
0.743554,0.742557,-0.368376,0.00547878,0.78738
0.784121,0.710064,-0.336954,0.00821228,0.80565
0.72801,0.831338,-0.373294,0.00730498,0.83024
0.72801,0.831338,-0.373294,0.00730498,0.8115
0.72801,0.831338,-0.373294,0.00730498,0.79716
0.72801,0.831338,-0.373294,0.00730498,0.74768
0.72801,0.831338,-0.373294,0.00730498,0.85553
0.72801,0.831338,-0.373294,0.00730498,0.85664
0.72801,0.831338,-0.373294,0.00730498,0.7635
0.501367,0.829188,-0.290936,0.00490759,0.65023
0.501367,0.829188,-0.290936,0.00490759,0.44276
0.501367,0.829188,-0.290936,0.00490759,0.4977
0.501367,0.829188,-0.290936,0.00490759,0.61428
0.684735,0.973155,-0.247758,0.0127778,0.77374
0.684735,0.973155,-0.247758,0.0127778,0.82253
0.684735,0.973155,-0.247758,0.0127778,0.84367
0.684735,0.973155,-0.247758,0.0127778,0.85763
0.880238,0.784546,-0.180691,0.0192332,0.82147
0.788484,0.641329,-0.323249,0.00728527,0.78426
0.595914,0.454822,-0.101549,0.00577557,0.70385
0.829951,0.450332,-0.26472,0.00604909,0.74627
0.557503,0.691861,-0.384892,0.00342879,0.77649
0.557503,0.691861,-0.384892,0.00342879,0.57952
0.824756,0.893454,-0.126462,0.0217144,0.84748
0.628109,0.82336,-0.440117,0.00277709,0.77919
0.692168,0.687543,-0.390619,0.00405779,0.80013
0.692168,0.687543,-0.390619,0.00405779,0.7452
0.686421,0.579183,-0.313854,0.00508712,0.76035
0.686421,0.579183,-0.313854,0.00508712,0.81052
0.73126,0.753834,-0.378626,0.00727083,0.81936
0.73126,0.753834,-0.378626,0.00727083,0.80526
0.73126,0.753834,-0.378626,0.00727083,0.85092
1.0031,0.487652,-0.215174,0.0153848,0.78277
0.778317,0.621165,-0.322484,0.00621712,0.77907
0.778317,0.621165,-0.322484,0.00621712,0.79117
0.618231,0.82111,-0.447561,0.00230846,0.76968
0.608006,0.735965,-0.42653,0.00227347,0.7963
0.608006,0.735965,-0.42653,0.00227347,0.82159
0.639628,0.671918,-0.392026,0.00310184,0.79891
0.649155,0.568524,-0.289816,0.00409762,0.75615
0.537154,0.541626,-0.188411,0.00531942,0.75014
0.617235,0.344874,0.0346142,0.00721829,0.67046
0.617235,0.344874,0.0346142,0.00721829,0.67579
0.88556,0.517536,-0.279853,0.00804253,0.76893
0.88556,0.517536,-0.279853,0.00804253,0.82666
1.10014,0.277771,-0.182131,0.0198129,0.78333
1.10014,0.277771,-0.182131,0.0198129,0.81008
0.969233,0.494497,-0.221567,0.015762,0.7782
1.07485,0.36174,-0.178068,0.0198526,0.78132
1.05026,0.401179,-0.18305,0.0192101,0.77957
0.915861,0.315929,-0.252454,0.00752253,0.74702
1.01912,0.230649,-0.246268,0.0102451,0.76358
1.01912,0.230649,-0.246268,0.0102451,0.70032
1.01912,0.230649,-0.246268,0.0102451,0.81159
1.01912,0.230649,-0.246268,0.0102451,0.70867
1.01912,0.230649,-0.246268,0.0102451,0.81153
1.01912,0.230649,-0.246268,0.0102451,0.7793
1.01912,0.230649,-0.246268,0.0102451,0.82345
0.84633,0.505133,-0.277404,0.00668871,0.75992
0.842366,0.285805,-0.195425,0.0067747,0.72768
0.842366,0.285805,-0.195425,0.0067747,0.79171
0.825161,0.252794,-0.174747,0.00625952,0.71712
0.728498,0.419566,-0.17882,0.00483608,0.71837
0.728498,0.419566,-0.17882,0.00483608,0.69234
0.820914,0.584393,-0.300681,0.00743545,0.77595
0.607368,0.776254,-0.446415,0.0016568,0.7809
0.607368,0.776254,-0.446415,0.0016568,0.75192
0.849195,0.580355,-0.283151,0.00993775,0.77363
0.939468,0.428549,-0.246177,0.011151,0.7628
0.797661,0.488146,-0.259135,0.00570369,0.74948
0.797661,0.488146,-0.259135,0.00570369,0.69484
0.797661,0.488146,-0.259135,0.00570369,0.78048
0.607775,0.743178,-0.430312,0.00215073,0.7945
0.607775,0.743178,-0.430312,0.00215073,0.74603
0.607775,0.743178,-0.430312,0.00215073,0.4385
0.607775,0.743178,-0.430312,0.00215073,0.81797
0.607775,0.743178,-0.430312,0.00215073,0.69698
0.607775,0.743178,-0.430312,0.00215073,0.75359
