sigma,mu,exp_H,error,acceptance
0.556678,0.856912,-0.396138,0.00277148,0.70064
0.474329,1.05159,0.00699302,0.00643537,0.54942
0.474329,1.05159,0.00699302,0.00643537,0.72495
0.474329,1.05159,0.00699302,0.00643537,0.83614
0.474329,1.05159,0.00699302,0.00643537,0.09783
0.863927,0.942924,0.0464946,0.0259784,0.85502
0.399866,1.00206,0.352716,0.0103912,0.47848
0.571401,1.06589,-0.141861,0.00750392,0.64088
0.571401,1.06589,-0.141861,0.00750392,0.23431
0.571401,1.06589,-0.141861,0.00750392,0.53796
0.571401,1.06589,-0.141861,0.00750392,0.592
0.571401,1.06589,-0.141861,0.00750392,0.14442
0.745214,0.928627,-0.237399,0.0148484,0.82409
0.745214,0.928627,-0.237399,0.0148484,0.5566
1.11498,0.631893,0.0604187,0.0313769,0.81247
0.944018,0.591766,-0.198207,0.0146967,0.78662
0.492104,0.423744,0.0914122,0.00712774,0.68257
0.594478,0.0298558,0.366917,0.00894597,0.60878
0.594478,0.0298558,0.366917,0.00894597,0.53275
0.902967,0.197079,-0.224165,0.00663232,0.73585
0.684642,0.561839,-0.294448,0.00424965,0.75611
1.02232,0.421455,-0.210477,0.0171348,0.77893
1.02232,0.421455,-0.210477,0.0171348,0.82885
0.827192,0.074113,-0.145394,0.00618452,0.70903
1.25438,0.472525,0.275675,0.0416586,0.81673
1.14443,0.881335,0.877864,0.0677085,0.84587
0.747814,0.804558,-0.347993,0.00980729,0.83113
0.747814,0.804558,-0.347993,0.00980729,0.76843
0.747814,0.804558,-0.347993,0.00980729,0.86092
0.889918,0.565205,-0.280716,0.00958043,0.7769
1.01085,0.378122,-0.232219,0.0144541,0.77396
0.794801,0.385657,-0.21178,0.006079,0.72677
1.05229,0.337238,-0.210951,0.0177077,0.77551
0.62905,0.117505,0.235452,0.00730907,0.63293
0.461918,0.407842,0.17108,0.00855873,0.6652
0.827315,0.235733,-0.185,0.00628751,0.71877
0.671762,0.561428,-0.293243,0.00443032,0.75598
0.806937,0.848079,-0.232972,0.0126218,0.84018
0.806937,0.848079,-0.232972,0.0126218,0.89288
0.892588,0.74339,-0.18867,0.0156913,0.81275
0.44516,0.931446,0.0348505,0.00821675,0.53622
0.76506,0.487573,-0.254065,0.00448839,0.7443
0.76506,0.487573,-0.254065,0.00448839,0.45877
0.871759,0.683346,-0.267357,0.0110942,0.79891
0.871759,0.683346,-0.267357,0.0110942,0.82729
1.2314,0.692688,0.471266,0.0622831,0.8304
1.2314,0.692688,0.471266,0.0622831,0.87152
1.2314,0.692688,0.471266,0.0622831,0.8542
1.08272,0.480315,-0.0681899,0.030691,0.79275
1.32424,0.444118,0.554891,0.0636781,0.81976
1.32424,0.444118,0.554891,0.0636781,0.85183
1.32791,0.2896,0.360935,0.0541416,0.81462
1.38033,0.00311215,0.569819,0.0863088,0.81878
1.066,0.145621,-0.211798,0.0153056,0.76801
0.989751,0.261731,-0.246995,0.0100392,0.76009
0.682936,0.729739,-0.413918,0.00348312,0.81488
0.682936,0.729739,-0.413918,0.00348312,0.28095
0.682936,0.729739,-0.413918,0.00348312,0.87225
0.682936,0.729739,-0.413918,0.00348312,0.73242
0.776238,1.10149,0.284975,0.0325734,0.79511
1.13198,0.949931,1.15507,0.0746128,0.8508
0.658547,0.559967,-0.2798,0.00368346,0.75466
0.658547,0.559967,-0.2798,0.00368346,0.21475
0.658547,0.559967,-0.2798,0.00368346,0.39777
0.97764,0.126327,-0.246912,0.00679219,0.75067
0.977595,0.393719,-0.244718,0.0122076,0.76958
1.1763,0.2739,-0.0583249,0.0261185,0.79689
1.1763,0.2739,-0.0583249,0.0261185,0.83097
1.16556,0.00999017,-0.166618,0.0167688,0.78982
0.862362,0.487776,-0.277168,0.0063745,0.76034
0.972042,0.739898,-0.0183824,0.0238146,0.81353
0.972042,0.739898,-0.0183824,0.0238146,0.82926
0.791129,0.808851,-0.288041,0.0141781,0.834
0.458326,0.731163,-0.122338,0.00728514,0.64075
0.458326,0.731163,-0.122338,0.00728514,0.45493
0.444945,1.04666,0.109976,0.00777906,0.52131
0.444945,1.04666,0.109976,0.00777906,0.79417
0.444945,1.04666,0.109976,0.00777906,0.40684
0.579622,1.21711,0.335479,0.0174402,0.61974
0.808842,0.778394,-0.284008,0.0127889,0.82536
0.808842,0.778394,-0.284008,0.0127889,0.73545
1.06046,0.545648,-0.0608288,0.0278771,0.79729
1.06046,0.545648,-0.0608288,0.0278771,0.85602
0.773956,0.494465,-0.26306,0.00487574,0.74835
0.773956,0.494465,-0.26306,0.00487574,0.57676
0.914942,0.710506,-0.179331,0.0155927,0.80801
0.914942,0.710506,-0.179331,0.0155927,0.83038
0.520691,0.376835,0.140089,0.00787699,0.65663
0.784577,0.142731,-0.104449,0.00567676,0.69653
0.649622,0.340013,-0.0177832,0.00624004,0.67899
0.763048,0.103123,-0.0608673,0.00626425,0.68722
0.817332,0.518284,-0.284878,0.00618716,0.75876
0.811426,0.777215,-0.292159,0.00901468,0.82187
0.811426,0.777215,-0.292159,0.00901468,0.64416
0.707391,1.03666,-0.0921515,0.0191274,0.76783
0.707391,1.03666,-0.0921515,0.0191274,0.8765
0.428895,0.890163,0.0910593,0.00906376,0.53172
0.517454,1.31184,0.677964,0.0119328,0.56914
0.670673,0.88713,-0.394434,0.005839,0.79161
0.670673,0.88713,-0.394434,0.005839,0.53373
