sigma,mu,exp_H,error,acceptance
1.02793,0.180877,-0.249471,0.00832843,0.8235
0.76997,0.0110513,-0.0569541,0.00710889,0.68714
1.03169,0.466294,-0.190768,0.0161365,0.78463
1.03169,0.466294,-0.190768,0.0161365,0.80018
0.864755,0.439562,-0.270698,0.004846,0.75112
1.07258,0.618495,0.0609915,0.0359203,0.80759
1.08147,0.448906,-0.103726,0.0260238,0.78839
0.873257,0.762217,-0.205426,0.0149758,0.81583
0.873257,0.762217,-0.205426,0.0149758,0.87967
0.890714,0.64438,-0.262948,0.013427,0.7904
0.446804,0.843519,-0.0403634,0.0084298,0.57242
0.446804,0.843519,-0.0403634,0.0084298,0.0994
0.875946,0.445784,-0.276222,0.00568997,0.75599
0.527398,0.9441,-0.279163,0.00387491,0.63036
0.527398,0.9441,-0.279163,0.00387491,0.41205
0.527398,0.9441,-0.279163,0.00387491,0.35034
0.527398,0.9441,-0.279163,0.00387491,0.73112
0.731552,1.13602,0.282367,0.0231758,0.75666
0.731552,1.13602,0.282367,0.0231758,0.86322
0.731552,1.13602,0.282367,0.0231758,0.8952
0.731552,1.13602,0.282367,0.0231758,0.29862
0.681479,1.00088,-0.203917,0.0130832,0.76002
0.514895,0.959994,-0.232057,0.00506933,0.61321
0.544378,0.548436,-0.202074,0.0051427,0.75191
0.733552,0.938496,-0.243231,0.0122534,0.81456
0.733552,0.938496,-0.243231,0.0122534,0.70557
0.733552,0.938496,-0.243231,0.0122534,0.36133
0.733552,0.938496,-0.243231,0.0122534,0.81336
1.10401,0.724924,0.242259,0.045117,0.82195
0.623217,0.359358,-0.00723297,0.00646855,0.67854
0.494174,0.0753358,0.739097,0.0118249,0.54996
0.974273,0.444866,-0.235089,0.012877,0.77316
0.974273,0.444866,-0.235089,0.012877,0.81137
0.942936,0.510648,-0.24701,0.0112317,0.77527
0.901535,0.359413,-0.264489,0.00605285,0.74887
0.901535,0.359413,-0.264489,0.00605285,0.82435
0.760991,0.233553,-0.0983846,0.00618849,0.70098
1.03195,0.108219,-0.237695,0.0117848,0.76269
0.672077,0.384817,-0.0968512,0.00639837,0.6994
1.04728,0.614218,-0.0923325,0.0239098,0.80236
1.19967,0.224219,-0.0209481,0.0315066,0.79473
0.95555,0.0783495,-0.240469,0.00595057,0.74662
1.03406,0.501588,-0.145004,0.0195615,0.78907
1.03406,0.501588,-0.145004,0.0195615,0.81841
1.13818,0.465186,-0.0239651,0.0310725,0.79886
1.1819,0.533836,0.176336,0.0452082,0.81317
1.1819,0.533836,0.176336,0.0452082,0.82996
1.06834,0.45992,-0.14569,0.020079,0.79152
1.06834,0.45992,-0.14569,0.020079,0.83888
0.929997,0.252492,-0.239876,0.00825906,0.74301
0.929997,0.252492,-0.239876,0.00825906,0.51686
1.08816,0.641281,0.0064386,0.0245099,0.80932
0.653545,0.616738,-0.340376,0.00397015,0.77686
0.653545,0.616738,-0.340376,0.00397015,0.46348
0.653545,0.616738,-0.340376,0.00397015,0.76158
0.653545,0.616738,-0.340376,0.00397015,0.85746
0.653545,0.616738,-0.340376,0.00397015,0.81757
0.653545,0.616738,-0.340376,0.00397015,0.66496
0.596711,0.230973,0.208775,0.00825827,0.63668
0.857914,0.0780978,-0.181965,0.00566143,0.71797
0.857914,0.0780978,-0.181965,0.00566143,0.66943
0.743244,0.157534,-0.0510611,0.00741552,0.68421
1.1313,0.297812,-0.121617,0.0208897,0.78789
1.1313,0.297812,-0.121617,0.0208897,0.83532
0.674633,0.762351,-0.418516,0.00479919,0.81864
0.674633,0.762351,-0.418516,0.00479919,0.78942
0.674633,0.762351,-0.418516,0.00479919,0.31574
0.674633,0.762351,-0.418516,0.00479919,0.87453
0.674633,0.762351,-0.418516,0.00479919,0.68601
0.674633,0.762351,-0.418516,0.00479919,0.88133
0.674633,0.762351,-0.418516,0.00479919,0.60085
0.674633,0.762351,-0.418516,0.00479919,0.2389
0.674633,0.762351,-0.418516,0.00479919,0.59087
0.674633,0.762351,-0.418516,0.00479919,0.62021
0.674633,0.762351,-0.418516,0.00479919,0.77884
0.674633,0.762351,-0.418516,0.00479919,0.50255
0.852724,0.751038,-0.241237,0.013948,0.81366
0.852724,0.751038,-0.241237,0.013948,0.85117
0.852724,0.751038,-0.241237,0.013948,0.85826
0.852724,0.751038,-0.241237,0.013948,0.80672
0.671098,1.07573,-0.0601696,0.0140365,0.7278
0.671098,1.07573,-0.0601696,0.0140365,0.64105
0.657603,1.05691,-0.122694,0.0139727,0.72295
0.619125,1.06763,-0.143613,0.00896131,0.68458
0.619125,1.06763,-0.143613,0.00896131,0.51792
0.619125,1.06763,-0.143613,0.00896131,0.8665
0.619125,1.06763,-0.143613,0.00896131,0.65361
0.619125,1.06763,-0.143613,0.00896131,0.29902
0.619125,1.06763,-0.143613,0.00896131,0.7392
0.619125,1.06763,-0.143613,0.00896131,0.80297
0.619125,1.06763,-0.143613,0.00896131,0.57189
0.619125,1.06763,-0.143613,0.00896131,0.15526
0.619125,1.06763,-0.143613,0.00896131,0.27486
0.619125,1.06763,-0.143613,0.00896131,0.40581
0.619125,1.06763,-0.143613,0.00896131,0.82525
0.677385,0.579884,-0.304195,0.00385239,0.76441
0.677385,0.579884,-0.304195,0.00385239,0.68155
0.677385,0.579884,-0.304195,0.00385239,0.46376
0.401755,1.04498,0.321965,0.0107564,0.47858
0.401755,1.04498,0.321965,0.0107564,0.25086
