sigma,mu,exp_H,error,acceptance
0.640763,0.837897,-0.427615,0.00578772,0.76627
0.616672,0.860746,-0.433183,0.00325543,0.75849
0.633968,0.81597,-0.438489,0.00395314,0.78875
0.633968,0.81597,-0.438489,0.00395314,0.73596
0.633968,0.81597,-0.438489,0.00395314,0.74867
0.665359,0.826856,-0.431099,0.00420628,0.80555
0.665359,0.826856,-0.431099,0.00420628,0.81326
0.665359,0.826856,-0.431099,0.00420628,0.8268
0.638331,0.780393,-0.439428,0.00256794,0.80098
0.641821,0.730602,-0.418165,0.00373187,0.80897
0.626644,0.768526,-0.441164,0.00235056,0.79798
0.66125,0.759091,-0.425556,0.00456633,0.81381
0.66125,0.759091,-0.425556,0.00456633,0.81232
0.66125,0.759091,-0.425556,0.00456633,0.81977
0.66125,0.759091,-0.425556,0.00456633,0.81216
0.666551,0.712159,-0.409598,0.00334119,0.81101
0.666551,0.712159,-0.409598,0.00334119,0.7984
0.666551,0.712159,-0.409598,0.00334119,0.80997
0.661694,0.719036,-0.41488,0.00348578,0.81185
0.661694,0.719036,-0.41488,0.00348578,0.79897
0.623678,0.719074,-0.421173,0.00227198,0.80283
0.614793,0.733578,-0.431975,0.00225589,0.79712
0.614793,0.733578,-0.431975,0.00225589,0.78799
0.614793,0.733578,-0.431975,0.00225589,0.7835
0.640129,0.7513,-0.432623,0.00239136,0.80794
0.590889,0.71029,-0.414169,0.00286806,0.79145
0.602224,0.709233,-0.412955,0.00253465,0.79688
0.614188,0.726045,-0.423994,0.00232139,0.79962
0.637568,0.719206,-0.413945,0.00428988,0.81162
0.602823,0.716023,-0.416124,0.00241861,0.7956
0.651082,0.765308,-0.435546,0.00281009,0.80958
0.601621,0.751655,-0.434183,0.00228563,0.78661
0.591746,0.798077,-0.440481,0.00269539,0.76491
0.62499,0.833046,-0.438957,0.00425616,0.77456
0.62499,0.833046,-0.438957,0.00425616,0.80405
0.623576,0.789448,-0.444007,0.0022605,0.79129
0.668902,0.744706,-0.41975,0.00373368,0.81617
0.6468,0.741003,-0.42979,0.00244801,0.81033
0.6468,0.741003,-0.42979,0.00244801,0.81048
0.6468,0.741003,-0.42979,0.00244801,0.82322
0.6468,0.741003,-0.42979,0.00244801,0.8096
0.686398,0.764073,-0.414897,0.00490539,0.82055
0.703216,0.760761,-0.408292,0.0042097,0.82308
0.703216,0.760761,-0.408292,0.0042097,0.82034
0.669499,0.743662,-0.421715,0.00343405,0.81363
0.669499,0.743662,-0.421715,0.00343405,0.81888
0.659089,0.772057,-0.430951,0.00349256,0.80945
0.694244,0.769431,-0.403237,0.00675777,0.82315
0.694244,0.769431,-0.403237,0.00675777,0.82916
0.649532,0.811446,-0.429397,0.00401033,0.79654
0.599914,0.785586,-0.445585,0.00192733,0.77512
0.637209,0.796055,-0.444656,0.00252455,0.79686
0.615364,0.844016,-0.439172,0.00296002,0.76442
0.615364,0.844016,-0.439172,0.00296002,0.74247
0.615364,0.844016,-0.439172,0.00296002,0.7519
0.615364,0.844016,-0.439172,0.00296002,0.73653
0.613875,0.813345,-0.44309,0.00213431,0.7748
0.613875,0.813345,-0.44309,0.00213431,0.7874
0.613875,0.813345,-0.44309,0.00213431,0.7429
0.641199,0.818893,-0.432091,0.00474082,0.79295
0.608411,0.774152,-0.441295,0.00256591,0.78482
0.593556,0.798238,-0.440547,0.00208782,0.76333
0.593556,0.798238,-0.440547,0.00208782,0.71541
0.593556,0.798238,-0.440547,0.00208782,0.77798
0.593526,0.750791,-0.435058,0.00228524,0.7789
0.618108,0.724345,-0.424109,0.00256674,0.80176
0.648715,0.76354,-0.429451,0.00318539,0.81055
0.660439,0.813309,-0.434943,0.00400793,0.80326
0.619509,0.848207,-0.436561,0.00473268,0.76835
0.619509,0.848207,-0.436561,0.00473268,0.78592
0.636351,0.811342,-0.448534,0.00257438,0.79171
0.636351,0.811342,-0.448534,0.00257438,0.81635
0.636351,0.811342,-0.448534,0.00257438,0.7883
0.636351,0.811342,-0.448534,0.00257438,0.81217
0.636351,0.811342,-0.448534,0.00257438,0.74473
0.67161,0.84145,-0.410815,0.00523469,0.80587
0.67161,0.84145,-0.410815,0.00523469,0.79189
0.670875,0.844981,-0.409771,0.00542473,0.80334
0.629881,0.867563,-0.41609,0.00553705,0.76611
0.588684,0.824977,-0.434099,0.00233416,0.74721
0.588684,0.824977,-0.434099,0.00233416,0.73837
0.583028,0.790924,-0.44063,0.00210465,0.75883
0.583028,0.790924,-0.44063,0.00210465,0.7234
0.583028,0.790924,-0.44063,0.00210465,0.7238
0.559235,0.792069,-0.416327,0.00238699,0.73289
0.60795,0.818738,-0.444592,0.00244504,0.76745
0.60795,0.818738,-0.444592,0.00244504,0.78001
0.60795,0.818738,-0.444592,0.00244504,0.75586
0.617042,0.852788,-0.43769,0.00280985,0.76517
0.622296,0.828206,-0.439338,0.00345364,0.77548
0.611578,0.84393,-0.43827,0.00288851,0.76235
0.611578,0.84393,-0.43827,0.00288851,0.73443
0.567315,0.842448,-0.413429,0.00268468,0.72188
0.582435,0.85414,-0.427041,0.00235122,0.72979
0.582435,0.85414,-0.427041,0.00235122,0.691
0.582435,0.85414,-0.427041,0.00235122,0.70322
0.582435,0.85414,-0.427041,0.00235122,0.76196
0.582435,0.85414,-0.427041,0.00235122,0.6994
0.582435,0.85414,-0.427041,0.00235122,0.7156
0.582435,0.85414,-0.427041,0.00235122,0.70721
