sigma,mu,exp_H,error,acceptance
0.591885,0.710616,-0.415663,0.00309692,0.78932
0.591885,0.710616,-0.415663,0.00309692,0.76048
0.591885,0.710616,-0.415663,0.00309692,0.78898
0.635671,0.716475,-0.421927,0.0022879,0.80581
0.65013,0.728195,-0.423413,0.00255997,0.81253
0.600643,0.730755,-0.423191,0.0024603,0.79143
0.640539,0.761528,-0.435712,0.00268408,0.80729
0.595964,0.797387,-0.44046,0.00189601,0.76467
0.595964,0.797387,-0.44046,0.00189601,0.75253
0.595964,0.797387,-0.44046,0.00189601,0.72876
0.595964,0.797387,-0.44046,0.00189601,0.79043
0.595964,0.797387,-0.44046,0.00189601,0.78284
0.614032,0.755074,-0.436531,0.00205034,0.79443
0.661288,0.777329,-0.434315,0.0029973,0.8136
0.661288,0.777329,-0.434315,0.0029973,0.82008
0.661288,0.777329,-0.434315,0.0029973,0.82007
0.661288,0.777329,-0.434315,0.0029973,0.82338
0.627233,0.748862,-0.434085,0.00293532,0.80312
0.627233,0.748862,-0.434085,0.00293532,0.81504
0.627233,0.748862,-0.434085,0.00293532,0.81461
0.627233,0.748862,-0.434085,0.00293532,0.78004
0.627233,0.748862,-0.434085,0.00293532,0.81024
0.620493,0.784061,-0.443183,0.00298432,0.78716
0.662203,0.778318,-0.434566,0.00418212,0.81591
0.662203,0.778318,-0.434566,0.00418212,0.82106
0.662203,0.778318,-0.434566,0.00418212,0.81477
0.623436,0.806286,-0.444106,0.00271834,0.78606
0.623436,0.806286,-0.444106,0.00271834,0.77599
0.623436,0.806286,-0.444106,0.00271834,0.80135
0.623436,0.806286,-0.444106,0.00271834,0.80859
0.601244,0.842562,-0.43807,0.0029899,0.75377
0.601244,0.842562,-0.43807,0.0029899,0.72209
0.601244,0.842562,-0.43807,0.0029899,0.70807
0.601244,0.842562,-0.43807,0.0029899,0.74837
0.616506,0.807996,-0.444609,0.00247446,0.7773
0.620961,0.824504,-0.438456,0.002961,0.77535
0.605458,0.839205,-0.441406,0.00194576,0.75851
0.605458,0.839205,-0.441406,0.00194576,0.76615
0.605458,0.839205,-0.441406,0.00194576,0.75643
0.605458,0.839205,-0.441406,0.00194576,0.75842
0.605458,0.839205,-0.441406,0.00194576,0.76631
0.605458,0.839205,-0.441406,0.00194576,0.78316
0.605458,0.839205,-0.441406,0.00194576,0.69349
0.605458,0.839205,-0.441406,0.00194576,0.74889
0.605458,0.839205,-0.441406,0.00194576,0.76998
0.605458,0.839205,-0.441406,0.00194576,0.77649
0.592406,0.809256,-0.436695,0.00225017,0.75948
0.591619,0.824833,-0.438472,0.00196332,0.7529
0.591619,0.824833,-0.438472,0.00196332,0.73011
0.591619,0.824833,-0.438472,0.00196332,0.73014
0.591619,0.824833,-0.438472,0.00196332,0.73594
0.591619,0.824833,-0.438472,0.00196332,0.69967
0.591619,0.824833,-0.438472,0.00196332,0.71815
0.591619,0.824833,-0.438472,0.00196332,0.73149
0.60678,0.806593,-0.440585,0.00261396,0.77091
0.60678,0.806593,-0.440585,0.00261396,0.73691
0.583819,0.779676,-0.437727,0.00214774,0.76387
0.583123,0.786935,-0.437748,0.00217612,0.75806
0.572335,0.827265,-0.429038,0.00218402,0.73527
0.572335,0.827265,-0.429038,0.00218402,0.69087
0.614312,0.81391,-0.441431,0.00350983,0.77457
0.614312,0.81391,-0.441431,0.00350983,0.76548
0.614312,0.81391,-0.441431,0.00350983,0.72831
0.614312,0.81391,-0.441431,0.00350983,0.77291
0.60782,0.772947,-0.438457,0.00224869,0.78388
0.62034,0.772456,-0.441959,0.00237993,0.79323
0.62034,0.772456,-0.441959,0.00237993,0.76984
0.62034,0.772456,-0.441959,0.00237993,0.80485
0.62034,0.772456,-0.441959,0.00237993,0.79651
0.62034,0.772456,-0.441959,0.00237993,0.77502
0.626712,0.811082,-0.443521,0.00303114,0.78452
0.628745,0.790342,-0.442898,0.00278697,0.79472
0.628745,0.790342,-0.442898,0.00278697,0.78983
0.628745,0.790342,-0.442898,0.00278697,0.74575
0.628745,0.790342,-0.442898,0.00278697,0.79196
0.628745,0.790342,-0.442898,0.00278697,0.81148
0.623198,0.832751,-0.444485,0.00304415,0.77446
0.578543,0.830279,-0.433495,0.00234975,0.73794
0.617486,0.827614,-0.436108,0.00301576,0.7719
0.645659,0.794249,-0.437058,0.00338511,0.79961
0.601862,0.812233,-0.444308,0.00201727,0.76523
0.601862,0.812233,-0.444308,0.00201727,0.74765
0.601862,0.812233,-0.444308,0.00201727,0.76234
0.601862,0.812233,-0.444308,0.00201727,0.77987
0.601862,0.812233,-0.444308,0.00201727,0.78112
0.617356,0.794022,-0.443883,0.00274969,0.78273
0.617356,0.794022,-0.443883,0.00274969,0.79405
0.608972,0.819959,-0.442864,0.0026599,0.76694
0.608972,0.819959,-0.442864,0.0026599,0.75445
0.629626,0.800979,-0.446815,0.00209877,0.78876
0.629626,0.800979,-0.446815,0.00209877,0.79051
0.629626,0.800979,-0.446815,0.00209877,0.7781
0.629626,0.800979,-0.446815,0.00209877,0.80396
0.629626,0.800979,-0.446815,0.00209877,0.80889
0.629626,0.800979,-0.446815,0.00209877,0.7665
0.629626,0.800979,-0.446815,0.00209877,0.81042
0.629626,0.800979,-0.446815,0.00209877,0.8143
0.619495,0.802147,-0.448432,0.00225914,0.78443
0.619495,0.802147,-0.448432,0.00225914,0.77959
0.619495,0.802147,-0.448432,0.00225914,0.80878
