sigma,mu,exp_H,error,acceptance
0.727421,0.263834,-0.057516,0.00581706,0.69025
0.64248,0.345381,-0.0138114,0.00704469,0.68061
0.64248,0.345381,-0.0138114,0.00704469,0.60436
0.64248,0.345381,-0.0138114,0.00704469,0.49369
0.621682,0.702559,-0.414292,0.00255068,0.80331
0.621682,0.702559,-0.414292,0.00255068,0.82741
0.621682,0.702559,-0.414292,0.00255068,0.45702
0.621682,0.702559,-0.414292,0.00255068,0.60555
0.953825,0.633594,-0.18891,0.0142497,0.79598
0.530948,0.184798,0.453958,0.00987516,0.59155
0.530948,0.184798,0.453958,0.00987516,0.15177
0.530948,0.184798,0.453958,0.00987516,0.41629
0.525414,0.515481,-0.132752,0.00594968,0.73711
0.525414,0.515481,-0.132752,0.00594968,0.73372
0.758268,0.431621,-0.218668,0.00478059,0.73091
0.758268,0.431621,-0.218668,0.00478059,0.48371
1.10697,0.0932777,-0.213406,0.0148214,0.78032
0.90859,0.290952,-0.246874,0.0055906,0.74477
0.90859,0.290952,-0.246874,0.0055906,0.79768
0.90859,0.290952,-0.246874,0.0055906,0.81178
0.619572,0.0287021,0.287815,0.00770089,0.62455
0.619572,0.0287021,0.287815,0.00770089,0.36843
0.844454,0.522343,-0.273966,0.00835258,0.76388
0.51556,0.989945,-0.201085,0.00506196,0.60398
0.58499,1.22817,0.365383,0.0145275,0.62473
0.503959,1.15838,0.140639,0.0076581,0.56547
0.925607,0.921665,0.181161,0.0360207,0.85153
0.650316,1.05318,-0.129741,0.0133809,0.71718
0.551228,1.14028,0.032012,0.00911978,0.60899
0.551228,1.14028,0.032012,0.00911978,0.62897
0.551228,1.14028,0.032012,0.00911978,0.25164
0.551228,1.14028,0.032012,0.00911978,0.87676
0.551228,1.14028,0.032012,0.00911978,0.57
0.551228,1.14028,0.032012,0.00911978,0.468
0.551228,1.14028,0.032012,0.00911978,0.73562
0.551228,1.14028,0.032012,0.00911978,0.3449
0.551228,1.14028,0.032012,0.00911978,0.22107
0.551228,1.14028,0.032012,0.00911978,0.30487
0.544297,0.962381,-0.290796,0.00419435,0.64348
0.509591,1.00388,-0.162198,0.00545953,0.59306
0.509591,1.00388,-0.162198,0.00545953,0.07007
0.509591,1.00388,-0.162198,0.00545953,0.27797
0.509591,1.00388,-0.162198,0.00545953,0.08193
0.54505,0.986985,-0.262448,0.00485275,0.63797
0.54505,0.986985,-0.262448,0.00485275,0.77508
0.54505,0.986985,-0.262448,0.00485275,0.19102
0.54505,0.986985,-0.262448,0.00485275,0.87454
0.559423,0.910238,-0.367994,0.00296854,0.68264
0.559423,0.910238,-0.367994,0.00296854,0.46336
0.559423,0.910238,-0.367994,0.00296854,0.35741
0.559423,0.910238,-0.367994,0.00296854,0.81752
0.559423,0.910238,-0.367994,0.00296854,0.56385
0.559423,0.910238,-0.367994,0.00296854,0.21278
0.861098,0.685854,-0.240807,0.0151411,0.79769
1.13951,0.511054,0.106515,0.0360958,0.80354
0.800982,0.784121,-0.289525,0.0136798,0.82602
0.800982,0.784121,-0.289525,0.0136798,0.82218
0.800982,0.784121,-0.289525,0.0136798,0.71635
0.558717,1.03288,-0.196932,0.0067438,0.63711
0.558717,1.03288,-0.196932,0.0067438,0.11285
0.558717,1.03288,-0.196932,0.0067438,0.17733
0.558717,1.03288,-0.196932,0.0067438,0.24723
0.476985,0.808863,-0.196983,0.00599714,0.62651
0.970341,0.599977,-0.176842,0.0169397,0.79177
0.832705,0.781965,-0.248252,0.0140074,0.82317
0.633677,0.883961,-0.409706,0.00515176,0.7621
0.698515,0.6072,-0.334462,0.0044212,0.77095
0.698515,0.6072,-0.334462,0.0044212,0.702
0.698515,0.6072,-0.334462,0.0044212,0.53326
0.917985,0.255969,-0.242793,0.00718875,0.74371
1.20183,0.665775,0.447802,0.0535642,0.82312
0.947515,0.419196,-0.252528,0.0104392,0.76622
0.577129,0.621839,-0.329134,0.00341655,0.78282
0.764441,0.358655,-0.174488,0.00495961,0.71626
0.736804,0.803537,-0.365051,0.00801765,0.83194
0.736804,0.803537,-0.365051,0.00801765,0.4724
0.736804,0.803537,-0.365051,0.00801765,0.76096
0.614722,0.784823,-0.445099,0.00204145,0.78532
0.614722,0.784823,-0.445099,0.00204145,0.87119
0.614722,0.784823,-0.445099,0.00204145,0.54466
0.614722,0.784823,-0.445099,0.00204145,0.78944
0.614722,0.784823,-0.445099,0.00204145,0.42107
0.614722,0.784823,-0.445099,0.00204145,0.33905
0.614722,0.784823,-0.445099,0.00204145,0.36801
0.614722,0.784823,-0.445099,0.00204145,0.24174
0.614722,0.784823,-0.445099,0.00204145,0.63247
0.614722,0.784823,-0.445099,0.00204145,0.77509
0.352804,0.568974,0.600289,0.0152522,0.59213
0.352804,0.568974,0.600289,0.0152522,0.34183
0.563105,0.972161,-0.314364,0.00426905,0.66324
0.563105,0.972161,-0.314364,0.00426905,0.09148
0.563105,0.972161,-0.314364,0.00426905,0.23553
0.563105,0.972161,-0.314364,0.00426905,0.30469
0.563105,0.972161,-0.314364,0.00426905,0.24172
0.563105,0.972161,-0.314364,0.00426905,0.81552
0.772912,0.667214,-0.335392,0.00718949,0.79346
0.707315,0.650988,-0.362103,0.00358774,0.78889
0.707315,0.650988,-0.362103,0.00358774,0.83124
0.699944,0.747462,-0.408877,0.00489171,0.81977
1.13062,0.474649,0.0379904,0.0333503,0.80257
