sigma,mu,exp_H,error,acceptance
0.608249,0.806678,-0.447097,0.00211226,0.76906
0.608249,0.806678,-0.447097,0.00211226,0.77451
0.608249,0.806678,-0.447097,0.00211226,0.77184
0.608249,0.806678,-0.447097,0.00211226,0.76778
0.608249,0.806678,-0.447097,0.00211226,0.76688
0.608249,0.806678,-0.447097,0.00211226,0.77672
0.608249,0.806678,-0.447097,0.00211226,0.77255
0.608249,0.806678,-0.447097,0.00211226,0.76761
0.608249,0.806678,-0.447097,0.00211226,0.76444
0.608249,0.806678,-0.447097,0.00211226,0.77544
0.608249,0.806678,-0.447097,0.00211226,0.76988
0.608249,0.806678,-0.447097,0.00211226,0.77572
0.608249,0.806678,-0.447097,0.00211226,0.77706
0.608249,0.806678,-0.447097,0.00211226,0.77101
0.608249,0.806678,-0.447097,0.00211226,0.77696
0.608249,0.806678,-0.447097,0.00211226,0.77421
0.608249,0.806678,-0.447097,0.00211226,0.77014
0.608249,0.806678,-0.447097,0.00211226,0.77223
0.608249,0.806678,-0.447097,0.00211226,0.7809
0.608249,0.806678,-0.447097,0.00211226,0.77807
0.608249,0.806678,-0.447097,0.00211226,0.77281
0.608249,0.806678,-0.447097,0.00211226,0.77286
0.608249,0.806678,-0.447097,0.00211226,0.78359
0.608249,0.806678,-0.447097,0.00211226,0.76877
0.608249,0.806678,-0.447097,0.00211226,0.77613
0.608249,0.806678,-0.447097,0.00211226,0.77775
0.608249,0.806678,-0.447097,0.00211226,0.77112
0.608249,0.806678,-0.447097,0.00211226,0.76756
0.608249,0.806678,-0.447097,0.00211226,0.77949
0.612168,0.813789,-0.448897,0.00206093,0.7744
0.612168,0.813789,-0.448897,0.00206093,0.76496
0.612168,0.813789,-0.448897,0.00206093,0.7758
0.612168,0.813789,-0.448897,0.00206093,0.77901
0.612168,0.813789,-0.448897,0.00206093,0.76999
0.612168,0.813789,-0.448897,0.00206093,0.77631
0.612168,0.813789,-0.448897,0.00206093,0.78409
0.612168,0.813789,-0.448897,0.00206093,0.7712
0.612168,0.813789,-0.448897,0.00206093,0.76965
0.612168,0.813789,-0.448897,0.00206093,0.77772
0.612168,0.813789,-0.448897,0.00206093,0.77587
0.612168,0.813789,-0.448897,0.00206093,0.76687
0.612168,0.813789,-0.448897,0.00206093,0.77075
0.612168,0.813789,-0.448897,0.00206093,0.78125
0.612168,0.813789,-0.448897,0.00206093,0.77724
0.612168,0.813789,-0.448897,0.00206093,0.76124
0.612168,0.813789,-0.448897,0.00206093,0.78017
0.612168,0.813789,-0.448897,0.00206093,0.781
0.612168,0.813789,-0.448897,0.00206093,0.77167
0.612168,0.813789,-0.448897,0.00206093,0.76438
0.612168,0.813789,-0.448897,0.00206093,0.76799
0.612168,0.813789,-0.448897,0.00206093,0.7786
0.612168,0.813789,-0.448897,0.00206093,0.7729
0.612168,0.813789,-0.448897,0.00206093,0.76931
0.612168,0.813789,-0.448897,0.00206093,0.78491
0.612168,0.813789,-0.448897,0.00206093,0.77379
0.612168,0.813789,-0.448897,0.00206093,0.77218
0.612168,0.813789,-0.448897,0.00206093,0.78259
0.612168,0.813789,-0.448897,0.00206093,0.7779
0.612168,0.813789,-0.448897,0.00206093,0.77182
0.612168,0.813789,-0.448897,0.00206093,0.77244
0.612168,0.813789,-0.448897,0.00206093,0.77527
0.612168,0.813789,-0.448897,0.00206093,0.78054
0.612168,0.813789,-0.448897,0.00206093,0.77622
0.612168,0.813789,-0.448897,0.00206093,0.76143
0.612168,0.813789,-0.448897,0.00206093,0.76011
0.612168,0.813789,-0.448897,0.00206093,0.76939
0.612168,0.813789,-0.448897,0.00206093,0.76495
0.612168,0.813789,-0.448897,0.00206093,0.77458
0.612168,0.813789,-0.448897,0.00206093,0.77437
0.612168,0.813789,-0.448897,0.00206093,0.77205
0.60836,0.804769,-0.44897,0.00175716,0.77386
0.60836,0.804769,-0.44897,0.00175716,0.77051
0.60836,0.804769,-0.44897,0.00175716,0.78152
0.60836,0.804769,-0.44897,0.00175716,0.76849
0.60836,0.804769,-0.44897,0.00175716,0.76956
0.60836,0.804769,-0.44897,0.00175716,0.76655
0.60836,0.804769,-0.44897,0.00175716,0.77604
0.60836,0.804769,-0.44897,0.00175716,0.77268
0.60836,0.804769,-0.44897,0.00175716,0.76477
0.60836,0.804769,-0.44897,0.00175716,0.77627
0.60836,0.804769,-0.44897,0.00175716,0.77231
0.60836,0.804769,-0.44897,0.00175716,0.77228
0.60836,0.804769,-0.44897,0.00175716,0.78161
0.60836,0.804769,-0.44897,0.00175716,0.77722
0.60836,0.804769,-0.44897,0.00175716,0.77523
0.60836,0.804769,-0.44897,0.00175716,0.77167
0.60836,0.804769,-0.44897,0.00175716,0.78199
0.60836,0.804769,-0.44897,0.00175716,0.77175
0.60836,0.804769,-0.44897,0.00175716,0.77124
0.60836,0.804769,-0.44897,0.00175716,0.77808
0.60836,0.804769,-0.44897,0.00175716,0.76582
0.60836,0.804769,-0.44897,0.00175716,0.76632
0.60836,0.804769,-0.44897,0.00175716,0.77576
0.60836,0.804769,-0.44897,0.00175716,0.77096
0.60836,0.804769,-0.44897,0.00175716,0.76691
0.60836,0.804769,-0.44897,0.00175716,0.76205
0.60836,0.804769,-0.44897,0.00175716,0.7721
0.60836,0.804769,-0.44897,0.00175716,0.77777
0.60836,0.804769,-0.44897,0.00175716,0.77044
0.60836,0.804769,-0.44897,0.00175716,0.78046
0.60836,0.804769,-0.44897,0.00175716,0.77737
0.60836,0.804769,-0.44897,0.00175716,0.77527
0.60836,0.804769,-0.44897,0.00175716,0.76978
0.60836,0.804769,-0.44897,0.00175716,0.78084
0.60836,0.804769,-0.44897,0.00175716,0.78057
0.60836,0.804769,-0.44897,0.00175716,0.77829
0.60836,0.804769,-0.44897,0.00175716,0.7649
0.60836,0.804769,-0.44897,0.00175716,0.77333
0.60836,0.804769,-0.44897,0.00175716,0.77692
0.60836,0.804769,-0.44897,0.00175716,0.76651
0.60836,0.804769,-0.44897,0.00175716,0.77647
0.60836,0.804769,-0.44897,0.00175716,0.78358
0.60836,0.804769,-0.44897,0.00175716,0.77124
0.60836,0.804769,-0.44897,0.00175716,0.77677
0.60836,0.804769,-0.44897,0.00175716,0.77258
0.60836,0.804769,-0.44897,0.00175716,0.76704
0.60836,0.804769,-0.44897,0.00175716,0.78378
0.60836,0.804769,-0.44897,0.00175716,0.76951
0.60836,0.804769,-0.44897,0.00175716,0.77915
0.60836,0.804769,-0.44897,0.00175716,0.7665
0.60836,0.804769,-0.44897,0.00175716,0.76826
0.60836,0.804769,-0.44897,0.00175716,0.77821
0.60836,0.804769,-0.44897,0.00175716,0.7747
0.60836,0.804769,-0.44897,0.00175716,0.7658
0.60836,0.804769,-0.44897,0.00175716,0.76448
0.60836,0.804769,-0.44897,0.00175716,0.78071
0.60836,0.804769,-0.44897,0.00175716,0.77357
0.60836,0.804769,-0.44897,0.00175716,0.77151
0.60836,0.804769,-0.44897,0.00175716,0.76755
0.613798,0.808062,-0.446335,0.00222663,0.77489
0.613798,0.808062,-0.446335,0.00222663,0.77497
0.613798,0.808062,-0.446335,0.00222663,0.78161
0.614306,0.805036,-0.445308,0.00222692,0.77628
0.614306,0.805036,-0.445308,0.00222692,0.76889
0.614306,0.805036,-0.445308,0.00222692,0.78139
0.614306,0.805036,-0.445308,0.00222692,0.7864
0.606236,0.79603,-0.443324,0.0017852,0.77553
0.606236,0.79603,-0.443324,0.0017852,0.76671
0.61457,0.789197,-0.442804,0.00164917,0.78354
0.620801,0.784632,-0.445623,0.00224291,0.78956
0.620801,0.784632,-0.445623,0.00224291,0.78313
0.620801,0.784632,-0.445623,0.00224291,0.78127
0.620801,0.784632,-0.445623,0.00224291,0.78792
0.620801,0.784632,-0.445623,0.00224291,0.79505
0.620801,0.784632,-0.445623,0.00224291,0.79565
0.620801,0.784632,-0.445623,0.00224291,0.78161
0.620801,0.784632,-0.445623,0.00224291,0.78644
0.620801,0.784632,-0.445623,0.00224291,0.78829
0.620801,0.784632,-0.445623,0.00224291,0.78648
0.628493,0.777581,-0.446496,0.00227018,0.79568
0.628493,0.777581,-0.446496,0.00227018,0.79467
0.628493,0.777581,-0.446496,0.00227018,0.79132
0.628493,0.777581,-0.446496,0.00227018,0.79561
0.628493,0.777581,-0.446496,0.00227018,0.79561
0.628493,0.777581,-0.446496,0.00227018,0.79772
0.621724,0.773079,-0.445957,0.00227355,0.79217
0.621724,0.773079,-0.445957,0.00227355,0.79671
0.621724,0.773079,-0.445957,0.00227355,0.78842
0.621724,0.773079,-0.445957,0.00227355,0.79846
0.621724,0.773079,-0.445957,0.00227355,0.79036
0.621724,0.773079,-0.445957,0.00227355,0.79521
0.621724,0.773079,-0.445957,0.00227355,0.79198
0.621724,0.773079,-0.445957,0.00227355,0.78386
0.621724,0.773079,-0.445957,0.00227355,0.79575
0.621724,0.773079,-0.445957,0.00227355,0.79137
0.621724,0.773079,-0.445957,0.00227355,0.78626
0.621724,0.773079,-0.445957,0.00227355,0.79139
0.621724,0.773079,-0.445957,0.00227355,0.78943
0.613425,0.776015,-0.445704,0.00196436,0.78688
0.613425,0.776015,-0.445704,0.00196436,0.78784
0.613425,0.776015,-0.445704,0.00196436,0.7913
0.613425,0.776015,-0.445704,0.00196436,0.78229
0.613425,0.776015,-0.445704,0.00196436,0.79268
0.613425,0.776015,-0.445704,0.00196436,0.78722
0.613425,0.776015,-0.445704,0.00196436,0.78821
0.613425,0.776015,-0.445704,0.00196436,0.78043
0.613425,0.776015,-0.445704,0.00196436,0.78571
0.613425,0.776015,-0.445704,0.00196436,0.77689
0.613425,0.776015,-0.445704,0.00196436,0.79354
0.613425,0.776015,-0.445704,0.00196436,0.79235
0.613425,0.776015,-0.445704,0.00196436,0.79044
0.606382,0.783834,-0.44509,0.00220578,0.77904
0.606382,0.783834,-0.44509,0.00220578,0.77526
0.606382,0.783834,-0.44509,0.00220578,0.77631
0.606382,0.783834,-0.44509,0.00220578,0.78025
0.606382,0.783834,-0.44509,0.00220578,0.78218
0.614435,0.777889,-0.445375,0.00234315,0.789
0.614435,0.777889,-0.445375,0.00234315,0.79322
0.614435,0.777889,-0.445375,0.00234315,0.77756
0.614435,0.777889,-0.445375,0.00234315,0.79035
0.614435,0.777889,-0.445375,0.00234315,0.78333
0.614435,0.777889,-0.445375,0.00234315,0.79447
0.618569,0.77787,-0.444387,0.00200327,0.79177
0.61758,0.780474,-0.445426,0.00193775,0.7881
0.61758,0.780474,-0.445426,0.00193775,0.79439
0.61758,0.780474,-0.445426,0.00193775,0.78919
0.61758,0.780474,-0.445426,0.00193775,0.79079
0.61758,0.780474,-0.445426,0.00193775,0.79647
0.621025,0.785231,-0.446423,0.00264124,0.78797
0.622883,0.782325,-0.446671,0.00188599,0.78943
0.622883,0.782325,-0.446671,0.00188599,0.79381
0.618467,0.790927,-0.445979,0.0023696,0.78573
0.618467,0.790927,-0.445979,0.0023696,0.79032
0.618467,0.790927,-0.445979,0.0023696,0.77781
0.625049,0.789414,-0.445665,0.00240316,0.78919
0.625049,0.789414,-0.445665,0.00240316,0.78976
0.625049,0.789414,-0.445665,0.00240316,0.78793
0.625049,0.789414,-0.445665,0.00240316,0.7925
0.625049,0.789414,-0.445665,0.00240316,0.78847
0.625049,0.789414,-0.445665,0.00240316,0.79155
0.625049,0.789414,-0.445665,0.00240316,0.79418
0.625049,0.789414,-0.445665,0.00240316,0.79229
0.625049,0.789414,-0.445665,0.00240316,0.78497
0.625049,0.789414,-0.445665,0.00240316,0.78748
0.625049,0.789414,-0.445665,0.00240316,0.78723
0.625049,0.789414,-0.445665,0.00240316,0.79375
0.625049,0.789414,-0.445665,0.00240316,0.7952
0.623573,0.78667,-0.447445,0.00202389,0.79085
0.623573,0.78667,-0.447445,0.00202389,0.78403
0.623573,0.78667,-0.447445,0.00202389,0.79435
0.623573,0.78667,-0.447445,0.00202389,0.7927
0.623573,0.78667,-0.447445,0.00202389,0.7902
0.623573,0.78667,-0.447445,0.00202389,0.78569
0.623573,0.78667,-0.447445,0.00202389,0.78947
0.623573,0.78667,-0.447445,0.00202389,0.78895
0.617484,0.790218,-0.449032,0.00204441,0.78417
0.617484,0.790218,-0.449032,0.00204441,0.789
0.617484,0.790218,-0.449032,0.00204441,0.78595
0.617484,0.790218,-0.449032,0.00204441,0.79161
0.617484,0.790218,-0.449032,0.00204441,0.7818
0.617484,0.790218,-0.449032,0.00204441,0.78918
0.617484,0.790218,-0.449032,0.00204441,0.78746
0.617484,0.790218,-0.449032,0.00204441,0.79452
0.617484,0.790218,-0.449032,0.00204441,0.78077
0.617484,0.790218,-0.449032,0.00204441,0.78853
0.617484,0.790218,-0.449032,0.00204441,0.78806
0.617484,0.790218,-0.449032,0.00204441,0.78833
0.617484,0.790218,-0.449032,0.00204441,0.78679
0.617484,0.790218,-0.449032,0.00204441,0.78589
0.617484,0.790218,-0.449032,0.00204441,0.78515
0.617484,0.790218,-0.449032,0.00204441,0.78295
0.617484,0.790218,-0.449032,0.00204441,0.78772
