sigma,mu,exp_H,error,acceptance
1.13062,0.474649,0.0379904,0.0333503,0.84459
1.20544,0.534929,0.319609,0.062184,0.81232
1.17181,0.115802,-0.0953928,0.0241862,0.7906
0.80882,0.430097,-0.240298,0.00674901,0.73868
0.702671,0.708428,-0.397933,0.00421059,0.808
0.520632,0.796777,-0.344148,0.00435621,0.68927
0.836804,0.473674,-0.264889,0.00795218,0.75336
0.515059,0.587177,-0.223842,0.00573542,0.76692
0.492724,0.560617,-0.157554,0.00600626,0.76097
0.75455,0.765944,-0.356084,0.00770005,0.82409
0.520146,0.875564,-0.310817,0.00477006,0.65065
0.520146,0.875564,-0.310817,0.00477006,0.26438
0.520146,0.875564,-0.310817,0.00477006,0.44455
0.526968,0.993753,-0.223443,0.00494731,0.61437
0.526968,0.993753,-0.223443,0.00494731,0.23864
0.526968,0.993753,-0.223443,0.00494731,0.1139
0.526968,0.993753,-0.223443,0.00494731,0.62922
0.526968,0.993753,-0.223443,0.00494731,0.25353
0.397138,0.783906,0.317109,0.0130918,0.52308
0.375404,0.473277,0.316373,0.00918637,0.6958
0.375404,0.473277,0.316373,0.00918637,0.41062
0.375404,0.473277,0.316373,0.00918637,0.44563
0.375404,0.473277,0.316373,0.00918637,0.4618
0.778151,0.661513,-0.341196,0.00627199,0.78987
0.778151,0.661513,-0.341196,0.00627199,0.82365
0.778151,0.661513,-0.341196,0.00627199,0.4795
0.778151,0.661513,-0.341196,0.00627199,0.58169
0.778151,0.661513,-0.341196,0.00627199,0.82928
0.720837,0.520835,-0.27518,0.00476347,0.74567
0.595246,0.505182,-0.176271,0.00517105,0.73094
0.595246,0.505182,-0.176271,0.00517105,0.24953
0.466018,0.896004,-0.101107,0.00697438,0.57604
0.81111,0.628232,-0.302738,0.00844085,0.78451
0.661361,0.227062,0.0779707,0.00728527,0.66354
1.02341,0.0550853,-0.256547,0.00763768,0.76027
1.17388,0.103165,-0.100908,0.0263451,0.79063
0.929159,0.541948,-0.247278,0.0143416,0.77757
0.754949,0.769355,-0.358341,0.00847638,0.82617
0.754949,0.769355,-0.358341,0.00847638,0.80495
0.754949,0.769355,-0.358341,0.00847638,0.82963
0.754949,0.769355,-0.358341,0.00847638,0.3314
0.67019,0.93986,-0.330024,0.00893478,0.77395
0.67019,0.93986,-0.330024,0.00893478,0.81758
0.406017,0.444189,0.218521,0.00810584,0.69819
0.515389,0.921942,-0.265788,0.00446081,0.6265
0.623752,1.04431,-0.180626,0.00887213,0.69483
0.623752,1.04431,-0.180626,0.00887213,0.78324
0.623752,1.04431,-0.180626,0.00887213,0.7618
0.623752,1.04431,-0.180626,0.00887213,0.5514
0.623752,1.04431,-0.180626,0.00887213,0.52102
0.623752,1.04431,-0.180626,0.00887213,0.35103
0.623752,1.04431,-0.180626,0.00887213,0.20483
0.386991,1.09355,0.481155,0.0109241,0.46201
0.59016,1.14488,0.0787722,0.0112829,0.64269
0.59016,1.14488,0.0787722,0.0112829,0.48109
1.02679,0.844587,0.338975,0.0374782,0.83328
0.52685,1.31679,0.708294,0.0134631,0.57343
0.52685,1.31679,0.708294,0.0134631,0.33278
0.52685,1.31679,0.708294,0.0134631,0.18243
0.524021,0.859307,-0.343812,0.00404684,0.66315
0.524021,0.859307,-0.343812,0.00404684,0.75078
0.524021,0.859307,-0.343812,0.00404684,0.8279
0.524021,0.859307,-0.343812,0.00404684,0.17485
0.524021,0.859307,-0.343812,0.00404684,0.69131
0.524021,0.859307,-0.343812,0.00404684,0.09009
0.524021,0.859307,-0.343812,0.00404684,0.67675
0.754222,0.831474,-0.32514,0.0101012,0.83621
0.754222,0.831474,-0.32514,0.0101012,0.84753
0.90283,0.437641,-0.27714,0.00619828,0.759
0.955439,0.766999,-0.078394,0.0233443,0.82062
0.955439,0.766999,-0.078394,0.0233443,0.86107
1.04555,0.446213,-0.166376,0.0171729,0.78549
1.31333,0.27734,0.289263,0.0549418,0.81258
1.31333,0.27734,0.289263,0.0549418,0.83711
0.965238,0.433363,-0.211121,0.0136961,0.76896
0.965238,0.433363,-0.211121,0.0136961,0.83838
0.662142,0.547027,-0.278784,0.0052789,0.74708
0.662142,0.547027,-0.278784,0.0052789,0.23233
0.662142,0.547027,-0.278784,0.0052789,0.56804
0.593866,0.494051,-0.149198,0.00540067,0.72642
0.593866,0.494051,-0.149198,0.00540067,0.30507
0.593866,0.494051,-0.149198,0.00540067,0.64137
0.593866,0.494051,-0.149198,0.00540067,0.28201
0.593866,0.494051,-0.149198,0.00540067,0.64874
0.486954,0.302277,0.399671,0.00853359,0.61174
0.655758,0.56057,-0.282855,0.00478119,0.75278
0.655758,0.56057,-0.282855,0.00478119,0.85136
1.0445,0.603365,-0.0838682,0.0286048,0.79837
1.0445,0.603365,-0.0838682,0.0286048,0.84586
1.19847,0.539071,0.22913,0.0408508,0.81404
1.04063,0.500941,-0.149414,0.0215342,0.78984
1.04063,0.500941,-0.149414,0.0215342,0.82999
0.792585,0.789644,-0.30582,0.0111524,0.82774
0.792585,0.789644,-0.30582,0.0111524,0.73641
0.640149,1.12329,0.0341848,0.0143808,0.68935
0.640149,1.12329,0.0341848,0.0143808,0.85808
0.804202,1.11327,0.483529,0.0358893,0.80644
0.637506,0.905651,-0.396147,0.0054169,0.76029
1.12747,0.494413,0.0131575,0.0279504,0.79988
1.02793,0.180877,-0.249471,0.00832843,0.7639
