#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.210242    0.210242           0
           2    0.210031    0.210136 7.43845e-05
           3    0.210934    0.210402 0.000222726
           4    0.211769    0.210744 0.000339832
           5    0.213992    0.211394 0.000641534
           6    0.208951    0.210987 0.000651137
           7    0.210441    0.210909 0.000562767
           8    0.210717    0.210885 0.000492931
           9    0.212312    0.211043 0.000462989
          10    0.211567    0.211096 0.000419642
          11    0.212422    0.211216 0.000398435
          12    0.210411    0.211149 0.000370842
          13    0.207491    0.210868 0.000436204
          14    0.208068    0.210668 0.000448546
          15    0.210247     0.21064 0.000419519
          16    0.209418    0.210563 0.000400185
          17    0.213812    0.210754 0.000419808
          18    0.209454    0.210682 0.000402654
          19    0.209671    0.210629 0.000384966
          20     0.21082    0.210639 0.000365837
