#   N_BLOCK:  ACCEPTANCE:
           1    0.517359
           2    0.517169
           3    0.517223
           4    0.517217
           5    0.517309
           6    0.517325
           7    0.517231
           8    0.517277
           9    0.517384
          10    0.517345
          11     0.51727
          12    0.517262
          13    0.517228
          14    0.517126
          15    0.517192
          16    0.517158
          17    0.517113
          18    0.517162
          19    0.517188
          20    0.517227
