#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      15.093      15.093           0
           2      13.461      14.277    0.576997
           3     15.4559     14.6699    0.500912
           4     13.4386     14.3621    0.460661
           5     13.7487     14.2394    0.384519
           6     14.0688      14.211    0.321482
           7     13.9487     14.1735    0.277731
           8     12.4877     13.9628    0.312904
           9     13.7079     13.9345    0.279416
          10     13.8495      13.926    0.251603
          11      15.323      14.053    0.258808
          12     14.0876     14.0559    0.237257
          13      12.646     13.9474    0.242529
          14     14.2479     13.9689    0.226153
          15     13.4341     13.9332    0.213868
          16     13.4433     13.9026    0.202682
          17     13.2265     13.8628    0.194622
          18     14.1923     13.8811    0.184668
          19      14.742     13.9264    0.180422
          20     15.2022     13.9902    0.182328
