#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.481546    0.481546           0
           2    0.483873     0.48271 0.000822676
           3    0.494278    0.486566  0.00319585
           4    0.479837    0.484884   0.0028049
           5     0.49216    0.486339  0.00259407
           6    0.459373    0.481844  0.00463739
           7    0.474835    0.480843   0.0040816
           8    0.465179    0.478885  0.00401365
           9    0.483166    0.479361  0.00359576
          10    0.465668    0.477991  0.00348717
          11    0.464592    0.476773  0.00337622
          12    0.476511    0.476751  0.00309494
          13    0.454026    0.475003  0.00331398
          14    0.472798    0.474846  0.00308101
          15    0.465045    0.474192  0.00294407
          16    0.484961    0.474865  0.00283595
          17    0.464432    0.474252  0.00273473
          18    0.505426    0.475984  0.00308282
          19    0.490687    0.476758  0.00301613
          20     0.50445    0.478142  0.00316725
