#   N_BLOCK:  ACCEPTANCE:
           1    0.456312
           2    0.456374
           3    0.456456
           4    0.456528
           5    0.456509
           6    0.456459
           7    0.456312
           8      0.4563
           9    0.456299
          10    0.456333
          11    0.456285
          12    0.456321
          13    0.456275
          14    0.456132
          15    0.456179
          16    0.456122
          17    0.456085
          18    0.456115
          19    0.456165
          20    0.456138
