#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       -0.24       -0.24           0
           2       -0.28       -0.26   0.0141421
           3       -0.32       -0.28   0.0188562
           4       -0.16       -0.25   0.0295804
           5       -0.32      -0.264   0.0267731
           6       -0.12       -0.24   0.0312694
           7           0   -0.205714   0.0415445
           8        0.12      -0.165   0.0526486
           9        0.24       -0.12   0.0631674
          10        0.28       -0.08    0.068352
          11        0.36       -0.04   0.0729089
          12        0.32       -0.01   0.0727438
          13        0.24  0.00923077   0.0696437
          14        0.28   0.0285714   0.0673012
          15         0.4   0.0533333   0.0672155
          16        0.56       0.085   0.0700781
          17        0.56    0.112941   0.0713089
          18        0.52    0.135556   0.0708425
          19        0.44    0.151579   0.0689022
          20        0.44       0.166   0.0669492
          21         0.4    0.177143   0.0646818
          22        0.56    0.194545     0.06404
          23        0.52    0.208696   0.0627995
          24        0.44    0.218333   0.0609179
          25        0.48      0.2288   0.0593736
          26        0.48    0.238462   0.0578707
          27        0.44    0.245926   0.0562067
          28        0.44    0.252857    0.054625
          29        0.68    0.267586   0.0546911
          30        0.72    0.282667   0.0549079
          31        0.72    0.296774   0.0549191
          32         0.8      0.3125   0.0554086
          33         0.8    0.327273   0.0556641
          34        0.64    0.336471   0.0547815
          35         0.6       0.344   0.0537313
          36        0.68    0.353333   0.0530432
          37        0.64    0.361081   0.0521724
          38        0.72    0.370526   0.0516473
          39        0.72    0.379487   0.0510945
          40        0.68       0.387   0.0503664
          41        0.56     0.39122   0.0493144
          42        0.84    0.401905   0.0492843
          43        0.96    0.414884   0.0498178
          44           1    0.428182   0.0504292
          45           1    0.440889   0.0508843
          46        0.88    0.450435   0.0506657
          47        0.88    0.459574   0.0504053
          48        0.88    0.468333   0.0501104
          49        0.88    0.476735    0.049787
          50        0.88      0.4848   0.0494403
          51        0.88    0.492549   0.0490744
          52         0.8    0.498462   0.0484855
          53        0.84    0.504906    0.047997
          54        0.84    0.511111   0.0475076
          55        0.88    0.517818   0.0471149
          56        0.92       0.525   0.0468177
          57        0.96    0.532632   0.0466142
          58        0.92     0.53931   0.0462865
          59           1    0.547119   0.0461559
          60           1    0.554667   0.0459997
          61           1    0.561967   0.0458213
          62        0.88    0.567097   0.0453684
          63        0.84    0.571429   0.0448546
          64        0.72     0.57375   0.0442138
          65         0.8    0.577231   0.0436704
          66        0.72    0.579394   0.0430622
          67        0.64    0.580299    0.042429
          68        0.52    0.579412   0.0418143
          69         0.6     0.57971   0.0412094
          70         0.6        0.58   0.0406217
          71        0.68    0.581408    0.040074
          72         0.8    0.584444   0.0396322
          73        0.76    0.586849   0.0391622
          74        0.68    0.588108   0.0386532
          75         0.6    0.588267   0.0381382
          76        0.56    0.587895   0.0376382
          77        0.52    0.587013   0.0371597
          78         0.6    0.587179   0.0366837
          79        0.52    0.586329   0.0362292
          80        0.64       0.587   0.0357825
          81        0.84    0.590123   0.0354768
          82         0.8    0.592683   0.0351364
          83        0.52    0.591807   0.0347239
          84        0.48    0.590476   0.0343361
          85        0.52    0.589647   0.0339421
          86        0.44    0.587907    0.033592
          87        0.28    0.584368   0.0333918
          88        0.28    0.580909    0.033191
          89        0.28    0.577528   0.0329898
          90         0.4    0.575556   0.0326822
          91        0.28    0.572308    0.032484
          92        0.36        0.57   0.0322128
          93        0.36    0.567742   0.0319455
          94        0.44    0.566383   0.0316345
          95         0.2    0.562526   0.0315357
          96        0.16    0.558333   0.0314848
          97        0.12    0.553814   0.0314828
          98       -0.04    0.547755   0.0317393
          99        0.04    0.542626   0.0318304
         100        0.12      0.5384   0.0317914
         101           0    0.533069   0.0319204
         102       -0.04    0.527451   0.0320981
         103       -0.12    0.521165   0.0323962
         104       -0.12       0.515    0.032666
         105       -0.12    0.508952   0.0329099
         106       -0.08    0.503396   0.0330652
         107       -0.28    0.496075   0.0335569
         108        -0.2     0.48963   0.0338595
         109       -0.12    0.484037   0.0340077
         110       -0.08    0.478909   0.0340829
         111       -0.24    0.472432   0.0343857
         112       -0.28    0.465714   0.0347287
         113        -0.2    0.459823   0.0349175
         114       -0.16    0.454386    0.035032
         115       -0.04    0.450087   0.0349901
         116       -0.16    0.444828   0.0350815
         117       -0.16    0.439658   0.0351605
         118        0.04    0.436271   0.0350253
         119           0    0.432605   0.0349223
         120           0       0.429   0.0348169
         121        0.04    0.425785   0.0346772
         122        0.16    0.423607   0.0344614
         123        0.16    0.421463   0.0342478
         124        0.12    0.419032   0.0340577
         125        0.12     0.41664   0.0338692
         126       -0.04    0.413016   0.0337937
         127        0.24    0.411654   0.0335551
         128        0.44    0.411875   0.0332937
         129        0.32    0.411163   0.0330432
         130        0.32    0.410462   0.0327965
         131         0.4    0.410382   0.0325462
         132        0.36        0.41   0.0323019
         133        0.48    0.410526   0.0320633
         134        0.52    0.411343   0.0318344
         135        0.48    0.411852   0.0316027
         136        0.36    0.411471   0.0313726
         137        0.28    0.410511   0.0311583
         138        0.28    0.409565   0.0309468
         139        0.28    0.408633   0.0307382
         140         0.2    0.407143   0.0305548
         141        0.32    0.406525   0.0303443
         142        0.32    0.405915   0.0301368
         143         0.4    0.405874    0.029926
         144        0.24    0.404722   0.0297404
         145        0.04    0.402207   0.0296415
         146        0.04    0.399726   0.0295421
         147           0    0.397007    0.029466
         148       -0.08    0.393784   0.0294426
         149        -0.2    0.389799   0.0295135
         150       -0.12      0.3864   0.0295118
         151       -0.24    0.382252   0.0296065
         152           0    0.379737   0.0295183
         153        0.12    0.378039   0.0293741
         154        0.32    0.377662   0.0291858
         155         0.2    0.376516     0.02902
         156         0.2    0.375385    0.028856
         157         0.2    0.374268   0.0286939
         158         0.2    0.373165   0.0285334
         159        0.16    0.371824   0.0283855
         160        0.28     0.37125   0.0282139
         161        0.24    0.370435   0.0280504
         162        0.28    0.369877   0.0278828
         163        0.32    0.369571   0.0277134
         164        0.32    0.369268   0.0275461
         165        0.28    0.368727   0.0273844
         166        0.24    0.367952   0.0272305
         167        0.24    0.367186   0.0270782
         168         0.2     0.36619   0.0269353
         169        0.12    0.364734   0.0268153
         170        0.08    0.363059   0.0267098
         171        0.24    0.362339   0.0265633
         172        0.36    0.362326   0.0264088
         173         0.4    0.362543   0.0262571
         174        0.24    0.361839   0.0261156
         175        0.24    0.361143   0.0259757
         176        0.36    0.361136   0.0258281
         177        0.32    0.360904   0.0256832
         178        0.16    0.359775   0.0255637
         179         0.2    0.358883   0.0254365
         180        0.16    0.357778   0.0253191
         181         0.2    0.356906   0.0251943
         182        0.16    0.355824    0.025079
         183        0.04    0.354098   0.0250013
         184        0.04    0.352391   0.0249236
         185        0.16    0.351351   0.0248106
         186        0.08    0.349892   0.0247201
         187        0.32    0.349733   0.0245884
         188        0.24    0.349149   0.0244645
         189        0.16    0.348148   0.0243556
         190        0.16    0.347158   0.0242475
         191         0.2    0.346387   0.0241328
         192        0.04    0.344792   0.0240598
         193        0.12    0.343627   0.0239633
         194       -0.12    0.341237   0.0239587
         195       -0.04    0.339282   0.0239154
         196           0    0.337551    0.023856
         197        0.16     0.33665   0.0237519
         198        0.24    0.336162   0.0236369
         199        0.12    0.335075   0.0235431
         200        0.28      0.3348    0.023427
         201        0.16     0.33393   0.0233266
         202        0.28    0.333663   0.0232126
         203        0.32    0.333596   0.0230984
         204        0.08    0.332353   0.0230186
         205        0.24    0.331902   0.0229107
         206        0.08     0.33068   0.0228321
         207        0.04    0.329275   0.0227649
         208        0.12    0.328269   0.0226777
         209       -0.04    0.326507   0.0226376
         210        -0.2       0.324   0.0226682
         211        -0.4    0.320569    0.022819
         212       -0.36    0.317358    0.022936
         213       -0.32    0.314366   0.0230227
         214       -0.32    0.311402   0.0231052
         215       -0.36    0.308279   0.0232078
         216       -0.48     0.30463   0.0233855
         217       -0.52    0.300829   0.0235845
         218       -0.44    0.297431   0.0237199
         219       -0.48    0.293881   0.0238757
         220        -0.4    0.290727   0.0239746
         221       -0.24    0.288326   0.0239861
         222       -0.16    0.286306   0.0239629
         223       -0.24    0.283946   0.0239714
         224        -0.2    0.281786   0.0239616
         225       -0.36    0.278933   0.0240242
         226        -0.4    0.275929    0.024105
         227       -0.48    0.272599   0.0242278
         228       -0.48    0.269298   0.0243453
         229        -0.6    0.265502   0.0245332
         230       -0.64    0.261565   0.0247404
         231       -0.64    0.257662   0.0249392
         232        -0.6    0.253966   0.0251043
         233       -0.44    0.250987   0.0251726
         234       -0.48    0.247863   0.0252581
         235       -0.56    0.244426   0.0253835
         236       -0.52    0.241186   0.0254817
         237       -0.44    0.238312   0.0255358
         238       -0.44    0.235462   0.0255871
         239       -0.16    0.233808   0.0255334
         240       -0.36    0.231333   0.0255467
         241       -0.48    0.228382   0.0256106
         242        -0.6    0.224959   0.0257325
         243       -0.56    0.221728   0.0258286
         244       -0.64    0.218197    0.025963
         245       -0.68    0.214531   0.0261146
         246       -0.68    0.210894   0.0262604
         247       -0.72    0.207126   0.0264232
         248       -0.68    0.203548   0.0265576
         249       -0.72    0.199839   0.0267087
         250        -0.6     0.19664   0.0267928
         251       -0.56    0.193625   0.0268551
         252       -0.44    0.191111    0.026866
         253       -0.32    0.189091   0.0268357
         254       -0.28    0.187244   0.0267935
         255       -0.36    0.185098   0.0267742
         256       -0.24    0.183438   0.0267211
         257       -0.16    0.182101   0.0266505
         258        0.08    0.181705   0.0265501
         259        0.12    0.181467   0.0264487
         260        0.24    0.181692   0.0263479
         261        0.08    0.181303   0.0262499
         262           0    0.180611   0.0261588
         263        0.08    0.180228   0.0260621
         264        0.04    0.179697   0.0259688
         265       -0.16    0.178415   0.0259024
         266       -0.24    0.176842   0.0258528
         267        -0.2    0.175431   0.0257945
         268           0    0.174776   0.0257065
         269       -0.24    0.173234   0.0256572
         270        -0.2    0.171852   0.0255993
         271       -0.28    0.170185   0.0255591
         272       -0.36    0.168235   0.0255394
         273       -0.36      0.1663    0.025519
         274       -0.28    0.164672   0.0254778
         275       -0.32    0.162909    0.025446
         276        -0.2    0.161594   0.0253878
         277       -0.12    0.160578   0.0253165
         278       -0.16    0.159424   0.0252517
         279       -0.16     0.15828   0.0251871
         280       -0.16    0.157143   0.0251228
         281       -0.12    0.156157   0.0250527
         282       -0.12    0.155177    0.024983
         283       -0.04    0.154488   0.0249043
         284       -0.08    0.153662   0.0248303
         285        0.08    0.153404   0.0247445
         286        0.12    0.153287   0.0246582
         287        0.04    0.152892   0.0245755
         288        0.08    0.152639   0.0244915
         289        0.16    0.152664   0.0244067
         290        0.24    0.152966   0.0243244
         291        0.24    0.153265   0.0242427
         292        0.32    0.153836   0.0241664
         293        0.32    0.154403   0.0240905
         294        0.44    0.155374   0.0240282
         295        0.48    0.156475   0.0239719
         296         0.4    0.157297    0.023905
         297        0.36     0.15798   0.0238343
         298        0.44    0.158926   0.0237731
         299        0.52    0.160134   0.0237242
         300        0.48      0.1612   0.0236691
         301        0.48    0.162259   0.0236142
         302        0.36    0.162914    0.023545
         303        0.36    0.163564   0.0234763
         304        0.52    0.164737   0.0234283
         305        0.48     0.16577   0.0233743
         306        0.36    0.166405   0.0233066
         307         0.4    0.167166   0.0232431
         308        0.48    0.168182   0.0231898
         309        0.36    0.168803    0.023123
         310        0.28    0.169161   0.0230512
         311         0.4    0.169904    0.022989
         312        0.28    0.170256   0.0229181
         313        0.36    0.170863   0.0228529
         314        0.48    0.171847   0.0228013
         315        0.52    0.172952   0.0227557
         316         0.4    0.173671    0.022695
         317        0.28    0.174006   0.0226259
         318        0.24    0.174214   0.0225557
         319        0.16    0.174169    0.022485
         320        0.16    0.174125   0.0224148
         321        0.04    0.173707   0.0223489
         322       -0.04    0.173043   0.0222893
         323        0.12    0.172879   0.0222209
         324        0.04    0.172469   0.0221561
         325       -0.04    0.171815   0.0220976
         326       -0.08    0.171043   0.0220433
         327       -0.08    0.170275   0.0219893
         328       -0.16    0.169268   0.0219453
         329        -0.2    0.168146   0.0219072
         330       -0.16    0.167152   0.0218634
         331       -0.16    0.166163   0.0218197
         332       -0.04    0.165542   0.0217628
         333           0    0.165045   0.0217031
         334        0.04    0.164671   0.0216414
         335        0.16    0.164657   0.0215768
         336        0.24    0.164881   0.0215137
         337        0.24    0.165104    0.021451
         338        0.28    0.165444   0.0213903
         339        0.12     0.16531   0.0213276
         340         0.2    0.165412   0.0212651
         341           0    0.164927   0.0212083
         342        0.04    0.164561   0.0211494
