#   N_BLOCK:  ACCEPTANCE:
           1   0.0468818
           2    0.047677
           3    0.047729
           4   0.0474737
           5   0.0471196
           6   0.0469315
           7   0.0464394
           8   0.0462137
           9   0.0466582
          10   0.0467395
          11   0.0459362
          12   0.0453813
          13   0.0456322
          14   0.0453326
          15   0.0451285
          16   0.0449467
          17    0.045033
          18   0.0450685
          19   0.0449283
          20   0.0449394
