#   N_BLOCK:  ACCEPTANCE:
           1    0.425924
           2    0.425841
           3    0.425925
           4    0.426056
           5    0.425915
           6    0.425816
           7    0.425788
           8    0.425834
           9    0.425766
          10    0.425842
          11    0.425739
          12    0.425879
          13    0.425808
          14    0.425825
          15    0.425908
          16     0.42581
          17    0.425779
          18    0.425779
          19    0.425797
          20     0.42574
