#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.397443    0.397443           0
           2    0.397741    0.397592 0.000105353
           3     0.39121    0.395465  0.00173858
           4    0.396426    0.395705  0.00132044
           5    0.394313    0.395427  0.00108532
           6    0.396368    0.395584 0.000915692
           7    0.392703    0.395172 0.000872431
           8    0.397116    0.395415   0.0007965
           9    0.396668    0.395554 0.000720059
          10    0.395915     0.39559 0.000648957
          11    0.395841    0.395613  0.00059036
          12    0.398282    0.395836 0.000581553
          13    0.396688    0.395901 0.000540506
          14    0.397225    0.395996 0.000510104
          15    0.395989    0.395995 0.000476097
          16    0.398088    0.396126 0.000463959
          17    0.397426    0.396203 0.000442927
          18    0.399616    0.396392 0.000457124
          19    0.399907    0.396577 0.000468999
          20    0.395544    0.396526 0.000448382
