#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.723187   -0.723187           0
           2   -0.719945   -0.721566  0.00114636
           3   -0.720942   -0.721358 0.000782907
           4   -0.721504   -0.721394 0.000588032
           5   -0.721485   -0.721412 0.000470704
           6   -0.721549   -0.721435 0.000392801
           7   -0.720913   -0.721361 0.000343703
           8   -0.720737   -0.721283 0.000309458
           9   -0.720358    -0.72118 0.000291642
          10   -0.721444   -0.721206 0.000263672
          11   -0.720903   -0.721179 0.000241136
          12   -0.720598    -0.72113 0.000225852
          13   -0.720113   -0.721052 0.000221625
          14   -0.720458    -0.72101 0.000209811
          15   -0.720214   -0.720957 0.000202411
          16   -0.721497    -0.72099 0.000192555
          17    -0.72127   -0.721007 0.000181928
          18   -0.720762   -0.720993 0.000172327
          19   -0.721702   -0.721031  0.00016725
          20   -0.720553   -0.721007 0.000160585
