#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.72125     5.72125           0
           2     5.46437     5.59281    0.090819
           3     5.46499      5.5502    0.069829
           4     5.64945     5.57501   0.0566086
           5     5.48684     5.55738   0.0479548
           6      5.5948     5.56362   0.0403659
           7     5.66234     5.57772   0.0369813
           8      5.5971     5.58014   0.0324378
           9     5.76199     5.60035   0.0345584
          10     5.62323     5.60264   0.0311783
          11     5.57354     5.59999   0.0284559
          12      5.4487     5.58738    0.028742
          13     5.54412     5.58406   0.0267231
          14      5.6071      5.5857   0.0248649
          15     5.67775     5.59184   0.0239525
          16     5.69893     5.59853   0.0233719
          17     5.57824     5.59734   0.0220276
          18     5.57319       5.596   0.0208446
          19     5.47254      5.5895   0.0207356
          20     5.67519     5.59378   0.0201366
