#   N_BLOCK:  ACCEPTANCE:
           1    0.132454
           2    0.132811
           3    0.132952
           4    0.132931
           5    0.132962
           6    0.132874
           7      0.1327
           8    0.132715
           9     0.13301
          10    0.133309
          11    0.133276
          12    0.133435
          13    0.133449
          14    0.133363
          15    0.133282
          16     0.13328
          17    0.133445
          18    0.133584
          19    0.133629
          20    0.133615
