sigma,mu,exp_H,error,acceptance
0.61598,0.78421,-0.445474,0.00139842,0.571475
0.61598,0.78421,-0.444415,0.00148567,0.5741
0.61598,0.78421,-0.444596,0.00151691,0.573265
0.615767,0.784042,-0.445381,0.00160379,0.5751
0.615767,0.784042,-0.442447,0.00150981,0.575185
0.615838,0.784363,-0.445137,0.00156994,0.575515
0.615838,0.784363,-0.445131,0.00166154,0.57349
0.615838,0.784363,-0.44447,0.00169705,0.573665
0.615214,0.784681,-0.445686,0.00196574,0.57279
0.615214,0.784681,-0.443447,0.00165658,0.572655
0.615705,0.785545,-0.443516,0.00190153,0.57341
0.615371,0.785173,-0.446309,0.00143329,0.573145
0.615371,0.785173,-0.445202,0.00159341,0.574985
0.615026,0.785776,-0.445629,0.00165464,0.572815
0.615376,0.785773,-0.445886,0.00156005,0.573615
0.615376,0.785773,-0.447062,0.00150967,0.575375
0.615549,0.78575,-0.442207,0.00196465,0.572675
0.615549,0.78575,-0.444793,0.00157144,0.57239
0.614882,0.786736,-0.442802,0.00163488,0.57462
0.614882,0.786736,-0.442421,0.00154939,0.57369
0.614256,0.786471,-0.445255,0.00179661,0.57356
0.614256,0.786471,-0.443407,0.00169444,0.572105
0.614256,0.786471,-0.444463,0.00165691,0.5728
0.614256,0.786471,-0.445179,0.00145629,0.57478
0.614256,0.786471,-0.443959,0.00165138,0.574435
0.615081,0.78593,-0.445133,0.00173179,0.572985
0.614348,0.786751,-0.44479,0.00159384,0.572225
0.614348,0.786751,-0.445659,0.00179013,0.5736
0.614348,0.786751,-0.443635,0.00172915,0.574005
0.614348,0.786751,-0.444436,0.00169789,0.575245
0.613416,0.7872,-0.443779,0.00154095,0.57092
0.613416,0.7872,-0.443728,0.00155361,0.574125
0.613416,0.7872,-0.444241,0.00143668,0.57366
0.613416,0.7872,-0.444697,0.00173684,0.57275
0.613488,0.78713,-0.445761,0.00149062,0.574425
0.613488,0.78713,-0.446266,0.0015998,0.573415
0.612886,0.787959,-0.442275,0.00140471,0.57279
0.612886,0.787959,-0.443555,0.00159113,0.57455
0.612886,0.787959,-0.442259,0.00193005,0.57386
0.612886,0.787959,-0.444963,0.00164673,0.573275
0.613033,0.787055,-0.443956,0.00160036,0.57312
0.613033,0.787055,-0.445337,0.00155354,0.57351
0.613613,0.786945,-0.443929,0.00168737,0.57416
0.613545,0.787483,-0.444167,0.0017424,0.571015
0.613545,0.787483,-0.445844,0.00150618,0.57431
0.614211,0.787514,-0.444736,0.00167317,0.57243
0.614211,0.787514,-0.444079,0.00144868,0.57349
0.614211,0.787514,-0.445619,0.00147018,0.572505
0.613948,0.787445,-0.44511,0.0019607,0.57318
0.613948,0.787445,-0.447418,0.00180714,0.571375
