sigma,mu,exp_H,error,acceptance
0.594282,0.782509,-0.440164,0.00229782,0.56573
0.609904,0.805571,-0.444471,0.002608,0.5741
0.62504,0.831022,-0.439776,0.002854,0.5846
0.62504,0.831022,-0.439776,0.002854,0.61534
0.62504,0.831022,-0.439776,0.002854,0.53504
0.62504,0.831022,-0.439776,0.002854,0.59352
0.62504,0.831022,-0.439776,0.002854,0.57039
0.62504,0.831022,-0.439776,0.002854,0.62476
0.638297,0.77176,-0.44063,0.00247546,0.57538
0.68005,0.681055,-0.393847,0.00366004,0.53534
0.68005,0.681055,-0.393847,0.00366004,0.50304
0.722098,0.591469,-0.323238,0.00394174,0.48782
0.676855,0.615922,-0.347584,0.00342865,0.49901
0.742742,0.591502,-0.325985,0.00423998,0.49269
0.742742,0.591502,-0.325985,0.00423998,0.48443
0.759834,0.65453,-0.344794,0.00592875,0.5231
0.782655,0.63705,-0.337778,0.00506637,0.52134
0.7732,0.58408,-0.314887,0.00414565,0.49327
0.794084,0.644933,-0.323515,0.00582553,0.52289
0.794084,0.644933,-0.323515,0.00582553,0.50652
0.740119,0.708389,-0.376157,0.00464512,0.5494
0.693526,0.776335,-0.414746,0.00459015,0.58512
0.693526,0.776335,-0.414746,0.00459015,0.54605
0.693526,0.776335,-0.414746,0.00459015,0.58248
0.611909,0.832951,-0.44101,0.00250969,0.57757
0.628841,0.766011,-0.442247,0.00235074,0.57119
0.688972,0.791128,-0.40939,0.00415989,0.58972
0.724011,0.84366,-0.347752,0.00800071,0.61311
0.663995,0.871767,-0.403211,0.00456338,0.60747
0.663995,0.871767,-0.403211,0.00456338,0.63235
0.597661,0.790859,-0.44151,0.00241686,0.56463
0.597661,0.790859,-0.44151,0.00241686,0.54296
0.635733,0.744719,-0.42998,0.00271313,0.56264
0.635733,0.744719,-0.42998,0.00271313,0.52536
0.665495,0.797216,-0.427093,0.00353305,0.58856
0.665495,0.797216,-0.427093,0.00353305,0.5635
0.691284,0.872284,-0.377961,0.0056434,0.61363
0.709357,0.792118,-0.401104,0.00543201,0.59473
0.709357,0.792118,-0.401104,0.00543201,0.58978
0.709357,0.792118,-0.401104,0.00543201,0.61367
0.628108,0.806387,-0.441504,0.00278136,0.58395
0.628108,0.806387,-0.441504,0.00278136,0.53213
0.628108,0.806387,-0.441504,0.00278136,0.56185
0.628108,0.806387,-0.441504,0.00278136,0.55111
0.628108,0.806387,-0.441504,0.00278136,0.52074
0.580234,0.785947,-0.433218,0.00260017,0.5559
0.618772,0.763814,-0.439565,0.00258985,0.56848
0.676781,0.848814,-0.411877,0.00486449,0.60525
0.611524,0.761026,-0.435053,0.0023318,0.56387
0.611524,0.761026,-0.435053,0.0023318,0.55731
