sigma,mu,exp_H,error,acceptance
0.77757,0.375076,-0.202423,0.00543796,0.43327
0.771446,0.470753,-0.248276,0.00494251,0.45596
0.785885,0.550012,-0.290759,0.00508834,0.48493
0.791594,0.53606,-0.295843,0.00476178,0.4824
0.732123,0.492621,-0.250207,0.00478883,0.45528
0.680524,0.416611,-0.138566,0.00547528,0.41096
0.627965,0.383475,-0.032451,0.00642798,0.38302
0.584686,0.462835,-0.104663,0.00554901,0.40545
0.571092,0.381905,0.0527301,0.00717142,0.36497
0.571092,0.381905,0.0527301,0.00717142,0.31614
0.559092,0.465625,-0.0677714,0.00536302,0.40117
0.559092,0.465625,-0.0677714,0.00536302,0.38334
0.463952,0.441599,0.0934834,0.00678744,0.37133
0.520095,0.366331,0.156551,0.00765429,0.34187
0.448422,0.370764,0.288239,0.00849898,0.32067
0.448422,0.370764,0.288239,0.00849898,0.27875
0.540218,0.419912,0.0216839,0.00653122,0.37096
0.49448,0.511343,-0.0890566,0.00599486,0.41749
0.489497,0.568172,-0.168198,0.00580061,0.45889
0.424855,0.47659,0.110226,0.00844989,0.38984
0.424855,0.47659,0.110226,0.00844989,0.37586
0.510126,0.456731,0.00308397,0.00594448,0.38503
0.467214,0.383864,0.207702,0.00799746,0.33474
0.467214,0.383864,0.207702,0.00799746,0.28151
0.376978,0.446928,0.351231,0.0115094,0.36186
0.4292,0.472688,0.0890845,0.0079854,0.3891
0.420069,0.551946,0.0404234,0.00986179,0.42596
0.383301,0.470421,0.29589,0.0111548,0.3771
0.432836,0.568431,-0.00624393,0.00904019,0.43924
0.432836,0.568431,-0.00624393,0.00904019,0.36772
0.529337,0.608734,-0.269075,0.00444312,0.48917
0.546196,0.546701,-0.200516,0.004538,0.44699
0.504296,0.523683,-0.123589,0.0055201,0.42953
0.496435,0.525315,-0.115283,0.0058751,0.43242
0.545383,0.495146,-0.123488,0.00546387,0.4158
0.513053,0.456102,-0.0141777,0.00617316,0.38458
0.569228,0.415075,-0.00362122,0.00640272,0.37974
0.640704,0.45777,-0.146211,0.00533283,0.41424
0.740354,0.442664,-0.229352,0.00505847,0.44222
0.814673,0.446393,-0.253947,0.00532565,0.4615
0.811156,0.520566,-0.284205,0.00540131,0.48318
0.835087,0.568023,-0.292581,0.0063969,0.50148
0.846741,0.485219,-0.275914,0.00536747,0.48172
0.795008,0.573476,-0.304401,0.00528035,0.49813
0.720343,0.658298,-0.364671,0.00391945,0.52121
0.649867,0.694075,-0.401561,0.00258209,0.54133
0.666451,0.70452,-0.410546,0.00284581,0.55016
0.697775,0.68459,-0.384097,0.00369372,0.53599
0.702144,0.753554,-0.401892,0.00457635,0.57359
0.711557,0.851615,-0.351383,0.00705823,0.61499
