sigma,mu,exp_H,error,acceptance
0.611524,0.761026,-0.435053,0.0023318,0.58858
0.593409,0.847339,-0.430447,0.00266268,0.56713
0.658874,0.800131,-0.433052,0.00331053,0.59022
0.649714,0.733656,-0.425339,0.00258199,0.56379
0.649714,0.733656,-0.425339,0.00258199,0.57534
0.649714,0.733656,-0.425339,0.00258199,0.54477
0.649714,0.733656,-0.425339,0.00258199,0.58101
0.628809,0.732896,-0.425507,0.00204243,0.56126
0.628809,0.732896,-0.425507,0.00204243,0.51402
0.628809,0.732896,-0.425507,0.00204243,0.58272
0.608044,0.825147,-0.446467,0.00241154,0.57572
0.667102,0.766309,-0.426034,0.0033596,0.57744
0.640019,0.807167,-0.441558,0.00262057,0.58507
0.556531,0.798701,-0.41436,0.00358326,0.54351
0.556531,0.798701,-0.41436,0.00358326,0.51673
0.556531,0.798701,-0.41436,0.00358326,0.50344
0.618694,0.877702,-0.422634,0.00301399,0.57773
0.649348,0.861904,-0.425396,0.00364472,0.59458
0.656497,0.835919,-0.430086,0.00376689,0.59663
0.607669,0.84345,-0.435375,0.00279999,0.57641
0.607669,0.84345,-0.435375,0.00279999,0.53869
0.61785,0.851356,-0.436722,0.00273186,0.57791
0.61785,0.851356,-0.436722,0.00273186,0.60275
0.657647,0.880162,-0.403747,0.00478259,0.60068
0.59431,0.849521,-0.430068,0.00275746,0.56616
0.59431,0.849521,-0.430068,0.00275746,0.6056
0.586464,0.754597,-0.42393,0.00250168,0.55869
0.586464,0.754597,-0.42393,0.00250168,0.52652
0.586464,0.754597,-0.42393,0.00250168,0.6011
0.586464,0.754597,-0.42393,0.00250168,0.51931
0.673445,0.770377,-0.424701,0.0036913,0.58263
0.673445,0.770377,-0.424701,0.0036913,0.60991
0.673445,0.770377,-0.424701,0.0036913,0.54255
0.707567,0.736964,-0.396954,0.00408379,0.5674
0.707567,0.736964,-0.396954,0.00408379,0.60915
0.707567,0.736964,-0.396954,0.00408379,0.52744
0.707567,0.736964,-0.396954,0.00408379,0.59052
0.670735,0.701776,-0.408582,0.00333355,0.54464
0.670735,0.701776,-0.408582,0.00333355,0.51971
0.697249,0.710249,-0.397006,0.00389271,0.54827
0.697249,0.710249,-0.397006,0.00389271,0.52697
0.697249,0.710249,-0.397006,0.00389271,0.51204
0.697249,0.710249,-0.397006,0.00389271,0.53312
0.697249,0.710249,-0.397006,0.00389271,0.53805
0.646159,0.785104,-0.434975,0.00325829,0.58124
0.646159,0.785104,-0.434975,0.00325829,0.53632
0.646159,0.785104,-0.434975,0.00325829,0.53648
0.592127,0.700143,-0.405579,0.00253463,0.53912
0.592127,0.700143,-0.405579,0.00253463,0.51697
0.592127,0.700143,-0.405579,0.00253463,0.50434
