sigma,mu,exp_H,error,acceptance
0.711557,0.851615,-0.351383,0.00705823,0.63838
0.767631,0.865708,-0.275434,0.00975545,0.62498
0.814669,0.819948,-0.247359,0.0106727,0.60173
0.814669,0.819948,-0.247359,0.0106727,0.59454
0.817585,0.735143,-0.277792,0.010774,0.56735
0.737294,0.651051,-0.346388,0.00460155,0.51998
0.807037,0.578896,-0.300171,0.00780528,0.50095
0.879487,0.539626,-0.258285,0.0100028,0.50587
0.782207,0.551248,-0.306897,0.00476545,0.48741
0.784954,0.562187,-0.289439,0.00696967,0.49331
0.829061,0.515123,-0.279129,0.0060333,0.48409
0.849009,0.485894,-0.263667,0.00660167,0.47841
0.927704,0.566598,-0.243185,0.00919353,0.52402
0.920592,0.643009,-0.203497,0.0135362,0.54184
0.924026,0.576735,-0.242033,0.00972144,0.52532
0.911249,0.667293,-0.220567,0.0130877,0.54702
0.911249,0.667293,-0.220567,0.0130877,0.57115
0.942059,0.751432,-0.0765236,0.0185933,0.57925
0.942059,0.751432,-0.0765236,0.0185933,0.6149
0.942059,0.751432,-0.0765236,0.0185933,0.60663
0.942059,0.751432,-0.0765236,0.0185933,0.61841
0.942059,0.751432,-0.0765236,0.0185933,0.57467
0.955336,0.654296,-0.176473,0.0169684,0.55583
0.998525,0.683334,-0.0728219,0.015991,0.56871
0.998525,0.683334,-0.0728219,0.015991,0.56847
0.929103,0.69378,-0.173301,0.0141516,0.55959
0.894953,0.777515,-0.167928,0.0142468,0.58464
0.902046,0.739675,-0.177729,0.0135113,0.57331
0.820831,0.680982,-0.305418,0.0070785,0.54269
0.721783,0.623879,-0.344319,0.00400538,0.50735
0.735481,0.674041,-0.358871,0.00460312,0.53285
0.828749,0.633441,-0.302036,0.00688557,0.52636
0.806535,0.570106,-0.299108,0.0058121,0.49548
0.895722,0.508587,-0.26992,0.00762408,0.50203
0.895722,0.508587,-0.26992,0.00762408,0.52041
0.935655,0.568913,-0.231175,0.0105367,0.52723
0.94872,0.638506,-0.17881,0.0140283,0.54972
1.03104,0.606727,-0.0749688,0.0191909,0.55548
1.01423,0.64985,-0.0827889,0.016213,0.56464
1.06488,0.634314,0.0118277,0.0211333,0.57062
1.06488,0.634314,0.0118277,0.0211333,0.57511
1.06488,0.634314,0.0118277,0.0211333,0.6014
1.05937,0.667303,0.0644998,0.022087,0.57444
1.05937,0.667303,0.0644998,0.022087,0.60019
0.977055,0.591816,-0.17013,0.0143296,0.53975
0.877568,0.595455,-0.277462,0.00784468,0.51999
0.830792,0.542333,-0.283095,0.00623658,0.49544
0.825557,0.614642,-0.30431,0.00634787,0.5155
0.81964,0.572493,-0.29366,0.00768515,0.5017
0.860081,0.563918,-0.287461,0.00671342,0.5061
