sigma,mu,exp_H,error,acceptance
0.627135,0.804044,-0.446603,0.00110043,0.580044
0.627135,0.804044,-0.446603,0.00110043,0.581178
0.627135,0.804044,-0.446603,0.00110043,0.581532
0.627135,0.804044,-0.446603,0.00110043,0.581204
0.627135,0.804044,-0.446603,0.00110043,0.581378
0.627135,0.804044,-0.446603,0.00110043,0.581644
0.627135,0.804044,-0.446603,0.00110043,0.580796
0.627135,0.804044,-0.446603,0.00110043,0.58161
0.627135,0.804044,-0.446603,0.00110043,0.580716
0.627135,0.804044,-0.446603,0.00110043,0.582684
0.627135,0.804044,-0.446603,0.00110043,0.581286
0.627135,0.804044,-0.446603,0.00110043,0.58113
0.627135,0.804044,-0.446603,0.00110043,0.581178
0.627135,0.804044,-0.446603,0.00110043,0.580466
0.627135,0.804044,-0.446603,0.00110043,0.580546
0.627135,0.804044,-0.446603,0.00110043,0.58136
0.627135,0.804044,-0.446603,0.00110043,0.580714
0.627135,0.804044,-0.446603,0.00110043,0.57955
0.627135,0.804044,-0.446603,0.00110043,0.58176
0.627135,0.804044,-0.446603,0.00110043,0.581668
0.627135,0.804044,-0.446603,0.00110043,0.580126
0.627135,0.804044,-0.446603,0.00110043,0.580042
0.627135,0.804044,-0.446603,0.00110043,0.580768
0.627135,0.804044,-0.446603,0.00110043,0.58219
0.627135,0.804044,-0.446603,0.00110043,0.58253
0.627135,0.804044,-0.446603,0.00110043,0.580212
0.627135,0.804044,-0.446603,0.00110043,0.582034
0.627135,0.804044,-0.446603,0.00110043,0.579844
0.627135,0.804044,-0.446603,0.00110043,0.581782
0.627135,0.804044,-0.446603,0.00110043,0.579936
0.627135,0.804044,-0.446603,0.00110043,0.581196
0.627135,0.804044,-0.446603,0.00110043,0.581732
0.627135,0.804044,-0.446603,0.00110043,0.580882
0.627135,0.804044,-0.446603,0.00110043,0.581754
0.627135,0.804044,-0.446603,0.00110043,0.582134
0.627135,0.804044,-0.446603,0.00110043,0.579682
0.627135,0.804044,-0.446603,0.00110043,0.581116
0.627135,0.804044,-0.446603,0.00110043,0.582002
0.627135,0.804044,-0.446603,0.00110043,0.581034
0.627135,0.804044,-0.446603,0.00110043,0.581572
0.627135,0.804044,-0.446603,0.00110043,0.581702
0.627135,0.804044,-0.446603,0.00110043,0.580918
0.627135,0.804044,-0.446603,0.00110043,0.57961
0.627135,0.804044,-0.446603,0.00110043,0.581982
0.627135,0.804044,-0.446603,0.00110043,0.581876
0.627135,0.804044,-0.446603,0.00110043,0.580076
0.627135,0.804044,-0.446603,0.00110043,0.581214
0.627135,0.804044,-0.446603,0.00110043,0.5806
0.627135,0.804044,-0.446603,0.00110043,0.581278
0.627135,0.804044,-0.446603,0.00110043,0.579682
