#   N_BLOCK:  ACCEPTANCE:
           1    0.195296
           2    0.195264
           3    0.195385
           4    0.195497
           5    0.195351
           6    0.195561
           7     0.19532
           8    0.195126
           9    0.195177
          10    0.195194
          11    0.195126
          12     0.19521
          13    0.195233
          14     0.19516
          15    0.195198
          16    0.195274
          17    0.195194
          18     0.19532
          19    0.195356
          20    0.195298
