#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.409588    0.409588           0
           2    0.409484    0.409536 3.66622e-05
           3    0.407054    0.408709 0.000675962
           4    0.407479    0.408401 0.000572595
           5    0.404761    0.407673 0.000796253
           6    0.406811    0.407529 0.000676399
           7     0.40772    0.407557  0.00058032
           8    0.408013    0.407614 0.000510579
           9    0.409613    0.407836 0.000499847
          10    0.411152    0.408168 0.000548955
          11    0.410073    0.408341 0.000525678
          12    0.405722    0.408123 0.000525221
          13     0.40905    0.408194 0.000489639
          14    0.405382    0.407993 0.000494151
          15    0.414734    0.408442 0.000633422
          16    0.414276    0.408807 0.000690833
          17    0.406129     0.40865 0.000667909
          18    0.410322    0.408742 0.000637236
          19    0.412703    0.408951 0.000636882
          20    0.405157    0.408761 0.000632663
