#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.110343    0.110343           0
           2    0.115732    0.113037  0.00190523
           3    0.113192    0.113089  0.00127085
           4    0.102025    0.110323  0.00257809
           5    0.113542    0.110967  0.00214138
           6    0.108761    0.110599  0.00181577
           7    0.104286    0.109697  0.00176617
           8    0.109856    0.109717  0.00154551
           9    0.116936    0.110519  0.00156818
          10     0.10596    0.110063  0.00147616
          11      0.1078    0.109857  0.00135623
          12    0.096496    0.108744  0.00163769
          13    0.101877    0.108216  0.00159463
          14    0.113899    0.108622  0.00153153
          15    0.115943     0.10911  0.00150519
          16    0.115096    0.109484  0.00145688
          17    0.097032    0.108751  0.00154438
          18    0.112587    0.108965   0.0014732
          19    0.122365     0.10967  0.00155536
          20    0.108494    0.109611   0.0014787
