#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.72685    -0.72685           0
           2   -0.724243   -0.725546 0.000921864
           3   -0.725213   -0.725435  0.00062125
           4   -0.725152   -0.725364 0.000469938
           5   -0.725749   -0.725441   0.0003822
           6   -0.725318   -0.725421 0.000319049
           7   -0.724114   -0.725234 0.000323538
           8   -0.724919   -0.725195 0.000285489
           9   -0.724912   -0.725163 0.000255486
          10   -0.725086   -0.725156 0.000230054
          11   -0.724926   -0.725135 0.000210088
          12   -0.725086   -0.725131  0.00019262
          13   -0.723378   -0.724996 0.000220004
          14   -0.724854   -0.724986 0.000204522
          15   -0.724832   -0.724975 0.000191142
          16   -0.725641   -0.725017 0.000183668
          17   -0.725289   -0.725033 0.000173557
          18   -0.725059   -0.725034 0.000163921
          19   -0.726457   -0.725109 0.000171539
          20   -0.724503   -0.725079 0.000165622
