#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.203928    0.203928           0
           2    0.200047    0.201988  0.00137229
           3    0.204347    0.202774  0.00111767
           4    0.203199     0.20288 0.000843281
           5    0.202943    0.202893  0.00067472
           6    0.197989    0.202075 0.000934277
           7    0.201499    0.201993 0.000804435
           8    0.199626    0.201697 0.000756349
           9    0.198409    0.201332 0.000755431
          10     0.20296    0.201494 0.000697214
          11    0.201655    0.201509 0.000633984
          12    0.202842     0.20162 0.000590808
          13     0.20415    0.201815 0.000576519
          14    0.202841    0.201888 0.000539981
          15    0.197655    0.201606 0.000572999
          16    0.201729    0.201614 0.000537238
          17    0.203286    0.201712  0.00051456
          18     0.20127    0.201687 0.000486559
          19    0.198869    0.201539 0.000483029
          20    0.199238    0.201424 0.000472381
