#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.381289    0.381289           0
           2    0.378786    0.380037  0.00088464
           3    0.381988    0.380688 0.000793551
           4    0.381541    0.380901 0.000623159
           5    0.375433    0.379807  0.00109793
           6    0.373176    0.378702  0.00136203
           7    0.372843    0.377865  0.00140119
           8    0.381756    0.378351  0.00130773
           9    0.384584    0.379044  0.00133323
          10    0.379023    0.379042  0.00119991
          11    0.374382    0.378618   0.0011632
          12    0.378701    0.378625  0.00106629
          13    0.378292    0.378599 0.000984576
          14    0.390578    0.379455  0.00123111
          15    0.376296    0.379245   0.0011669
          16     0.38347    0.379509  0.00112346
          17     0.37908    0.379483  0.00105766
          18    0.382663     0.37966  0.00101354
          19    0.369507    0.379126  0.00109203
          20    0.374813     0.37891   0.0010585
