#   N_BLOCK:  ACCEPTANCE:
           1    0.121333
           2    0.121353
           3    0.121187
           4    0.121276
           5    0.121407
           6    0.121679
           7    0.121634
           8    0.121839
           9    0.122153
          10    0.122276
          11     0.12211
          12    0.122352
          13    0.122343
          14    0.122019
          15    0.121956
          16    0.121853
          17    0.121788
          18     0.12183
          19    0.121726
          20    0.121826
