#   N_BLOCK:  ACCEPTANCE:
           1   0.0336815
           2    0.034615
           3   0.0343194
           4   0.0342986
           5   0.0337986
           6    0.033394
           7   0.0329876
           8   0.0328675
           9   0.0331366
          10   0.0329848
          11   0.0327727
          12   0.0323832
          13   0.0325857
          14   0.0325862
          15   0.0326902
          16   0.0324657
          17    0.032513
          18   0.0326272
          19   0.0324903
          20   0.0325504
