#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.426349    0.426349           0
           2    0.412718    0.419534  0.00481954
           3     0.40872    0.415929  0.00435722
           4    0.448755    0.424135  0.00782228
           5    0.418859     0.42308   0.0063286
           6    0.423851    0.423209  0.00527514
           7    0.401662    0.420131  0.00534465
           8    0.431895    0.421601  0.00487468
           9     0.40307    0.419542  0.00474802
          10    0.418023     0.41939  0.00427565
          11    0.412757    0.418787  0.00392925
          12    0.442488    0.420762  0.00406801
          13    0.409295     0.41988  0.00384954
          14    0.435522    0.420997  0.00373319
          15    0.427906    0.421458   0.0035126
          16    0.432779    0.422166  0.00336357
          17    0.436851    0.423029  0.00327477
          18    0.433255    0.423598  0.00314172
          19    0.431329    0.424004  0.00300261
          20    0.443012    0.424955  0.00299912
