#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.209689    0.209689           0
           2    0.213137    0.211413  0.00121897
           3    0.212066    0.211631 0.000831831
           4    0.213528    0.212105 0.000746972
           5    0.214431     0.21257 0.000728226
           6    0.211508    0.212393 0.000627988
           7    0.214623    0.212712 0.000613798
           8    0.213448    0.212804 0.000543928
           9     0.21378    0.212912 0.000494195
          10    0.212847    0.212906 0.000444818
          11    0.211196     0.21275 0.000430695
          12    0.212216    0.212706 0.000397099
          13    0.208764    0.212403 0.000468224
          14    0.208211    0.212103 0.000521782
          15    0.210662    0.212007 0.000495761
          16    0.211695    0.211988 0.000465161
          17    0.215242    0.212179 0.000475561
          18    0.211489    0.212141 0.000450685
          19    0.210089    0.212033 0.000439713
          20    0.211412    0.212002 0.000418823
