#   N_BLOCK:  ACCEPTANCE:
           1     0.51522
           2    0.514986
           3     0.51499
           4    0.515005
           5    0.515145
           6    0.515104
           7    0.515013
           8    0.515095
           9    0.515205
          10    0.515151
          11    0.515072
          12    0.515058
          13    0.515038
          14    0.514989
          15    0.515017
          16    0.514979
          17    0.514931
          18    0.514956
          19    0.514999
          20    0.515005
