#   N_BLOCK:  ACCEPTANCE:
           1     0.20345
           2    0.203513
           3    0.203753
           4     0.20379
           5    0.203906
           6    0.204027
           7    0.203819
           8    0.203639
           9    0.203733
          10    0.203524
          11    0.203496
          12    0.203664
          13    0.203688
          14     0.20372
          15    0.203869
          16    0.203998
          17    0.203987
          18    0.204074
          19    0.204104
          20    0.204079
