#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.452961    0.452961           0
           2    0.457788    0.455375   0.0017066
           3    0.446248    0.452332  0.00273223
           4    0.452908    0.452476  0.00205296
           5    0.453242    0.452629  0.00164808
           6    0.461092     0.45404   0.0018825
           7    0.449095    0.453333   0.0017411
           8    0.449941    0.452909  0.00157426
           9    0.467416    0.454521  0.00206582
          10    0.451798    0.454249   0.0018771
          11    0.472083     0.45587   0.0023025
          12    0.464867     0.45662  0.00222934
          13    0.477173    0.458201  0.00255776
          14    0.449534    0.457582  0.00244882
          15    0.464384    0.458035  0.00232718
          16    0.433623     0.45651  0.00263483
          17    0.459145    0.456665   0.0024844
          18    0.476914    0.457789  0.00258858
          19    0.445855    0.457161  0.00252739
          20    0.451491    0.456878  0.00241687
