#   N_BLOCK:  ACCEPTANCE:
           1    0.209886
           2    0.209602
           3     0.21002
           4    0.209883
           5    0.209719
           6    0.209614
           7    0.209526
           8    0.209453
           9     0.20971
          10    0.209574
          11    0.209517
          12    0.209762
          13    0.209745
          14     0.20959
          15    0.209565
          16    0.209587
          17    0.209473
          18    0.209474
          19    0.209517
          20    0.209459
