#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.436336    0.436336           0
           2    0.451157    0.443746  0.00523994
           3    0.435617    0.441037  0.00413498
           4    0.438163    0.440318  0.00316301
           5    0.429078     0.43807  0.00323204
           6    0.437537    0.437981  0.00269459
           7    0.441998    0.438555  0.00236996
           8    0.433603    0.437936  0.00215304
           9    0.463606    0.440788  0.00330056
          10    0.438665    0.440576  0.00297733
          11    0.459495    0.442296  0.00316465
          12    0.458107    0.443614  0.00316336
          13    0.449999    0.444105  0.00295791
          14    0.441453    0.443915  0.00275269
          15    0.474766    0.445972  0.00324786
          16    0.435689    0.445329   0.0031078
          17    0.443891    0.445245  0.00292614
          18    0.452264    0.445635  0.00278944
          19    0.445123    0.445608  0.00264276
          20    0.451905    0.445923  0.00252931
