#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1         3.2         3.2           0
           2         1.8         2.5    0.494975
           3        1.25     2.08333    0.473951
           4         1.8      2.0125    0.360718
           5        2.45         2.1    0.298998
           6        0.45       1.825    0.353701
           7         0.8     1.67857    0.332102
           8        0.05       1.475    0.347424
           9         3.2     1.66667    0.357805
          10         3.2        1.82    0.353355
          11        2.45     1.87727    0.325841
          12         0.2      1.7375    0.327296
          13         0.8     1.66538    0.309962
          14        1.25     1.63571    0.289238
          15         0.2        1.54    0.285354
          16        2.45     1.59688    0.273128
          17        0.45     1.52941    0.265263
          18         1.8     1.54444    0.250952
          19         0.8     1.50526    0.240783
          20        2.45      1.5525    0.233331
          21         1.8     1.56429    0.222518
          22        2.45     1.60455    0.216015
          23        2.45      1.6413    0.209727
          24         0.8     1.60625    0.203897
          25         0.8       1.574    0.198275
          26        4.05     1.66923     0.21229
          27        2.45     1.69815    0.206388
          28           0      1.6375    0.207737
          29         0.8     1.60862    0.202571
          30           0       1.555    0.202791
          31         0.2     1.51129    0.200905
          32         0.8     1.48906    0.195852
          33        1.25     1.48182    0.190051
          34        1.25       1.475    0.184584
          35         0.2     1.43857    0.182869
          36         0.2     1.40417    0.180997
          37         0.2     1.37162    0.179007
          38        1.25     1.36842    0.174325
          39         1.8     1.37949    0.170206
          40        1.25     1.37625    0.165982
          41        0.05      1.3439    0.165055
          42        2.45     1.37024    0.163213
          43         0.8     1.35698    0.159955
          44        0.05     1.32727    0.159054
          45        0.05     1.29889    0.158032
          46        0.05     1.27174    0.156911
          47        0.05     1.24574    0.155711
          48         0.2     1.22396    0.153983
          49        0.05         1.2    0.152693
          50        0.05       1.177    0.151362
          51         0.8     1.16961    0.148574
          52         0.8      1.1625    0.145887
          53         0.8     1.15566    0.143295
          54        0.05     1.13519    0.142096
          55         1.8     1.14727    0.140026
          56         3.2     1.18393    0.142243
          57        4.05     1.23421    0.148368
          58        6.05     1.31724    0.167439
          59           5     1.37966    0.175852
          60         3.2        1.41    0.175518
          61         1.8     1.41639    0.172757
          62         0.2     1.39677    0.171081
          63           0      1.3746    0.169796
          64        1.25     1.37266    0.167154
          65        0.45     1.35846    0.165184
          66         0.8        1.35    0.162898
          67        1.25     1.34851    0.160474
          68         1.8     1.35515    0.158251
          69        6.05     1.42319    0.169957
          70        4.05     1.46071    0.171622
          71        6.05     1.52535    0.180968
          72        2.45     1.53819    0.178909
          73         0.8     1.52808    0.176744
          74        0.45     1.51351    0.174955
          75        1.25        1.51    0.172658
          76        0.05     1.49079    0.171451
          77        0.05     1.47208    0.170243
          78           0     1.45321    0.169103
          79         0.2     1.43734    0.167705
          80         3.2     1.45938     0.16705
          81        12.8     1.59938    0.215826
          82           5     1.64085    0.217142
          83           5     1.68133    0.218265
          84        6.05     1.73333    0.221776
          85         1.8     1.73412    0.219168
          86        0.45     1.71919    0.217128
          87        0.45      1.7046    0.215122
          88         0.8     1.69432    0.212923
          89           5     1.73146    0.213745
          90        6.05     1.77944    0.216689
          91        6.05     1.82637    0.219331
          92        1.25     1.82011    0.217036
          93           0     1.80054    0.215583
          94         0.2     1.78351    0.213961
          95        1.25     1.77789    0.211783
          96         3.2     1.79271    0.210094
          97         1.8     1.79278    0.207928
          98        4.05     1.81582    0.207078
          99        2.45     1.82222    0.205086
         100        1.25      1.8165    0.203115
         101         0.2      1.8005    0.201733
         102         0.2      1.7848    0.200365
         103        4.05      1.8068    0.199623
         104        0.05      1.7899    0.198417
         105         0.2     1.77476    0.197104
         106         0.2     1.75991    0.195803
         107        0.45     1.74766    0.194356
         108           0     1.73148    0.193229
         109         0.8     1.72294    0.191645
         110        0.45     1.71136    0.190252
         111        0.05      1.6964    0.189126
         112         0.2     1.68304    0.187908
         113        2.45     1.68982    0.186368
         114        4.05     1.71053     0.18588
         115         7.2     1.75826    0.190294
         116        4.05     1.77802    0.189676
         117         1.8     1.77821    0.188055
         118           5     1.80551    0.188433
         119         0.8     1.79706    0.187039
         120         0.2     1.78375    0.185953
         121         0.2     1.77066    0.184876
         122        0.05     1.75656    0.183898
         123        1.25     1.75244    0.182449
         124        4.05     1.77097    0.181916
         125        1.25      1.7668    0.180509
         126         0.2     1.75437    0.179504
         127        1.25     1.75039    0.178134
         128           0     1.73672    0.177267
         129         0.2     1.72481    0.176292
         130         3.2     1.73615    0.175301
         131         3.2     1.74733    0.174319
         132        0.45      1.7375    0.173275
         133        0.45     1.72782    0.172242
         134        1.25     1.72425    0.170994
         135         0.8     1.71741    0.169864
         136         1.8     1.71801    0.168616
         137        2.45     1.72336     0.16747
         138         1.8     1.72391    0.166258
         139        6.05     1.75504    0.167949
         140        2.45        1.76    0.166823
         141         3.2     1.77021    0.165952
         142         1.8     1.77042    0.164784
         143        4.05     1.78636    0.164401
         144         1.8     1.78646    0.163259
         145         0.2     1.77552    0.162499
         146        0.05      1.7637    0.161815
         147        0.45     1.75476    0.160961
         148        0.05     1.74324    0.160285
         149        1.25     1.73993    0.159244
         150         0.8     1.73367    0.158305
         151        6.05     1.76225    0.159817
         152        0.45     1.75362    0.158998
         153        0.45      1.7451    0.158187
         154        0.05     1.73409    0.157543
         155         0.8     1.72806    0.156641
         156        0.45     1.71987    0.155851
         157         0.8     1.71401    0.154969
         158        4.05      1.7288    0.154692
         159        2.45     1.73333    0.153785
         160         1.8     1.73375    0.152825
         161        2.45      1.7382     0.15194
         162        4.05     1.75247    0.151671
         163         3.2     1.76135       0.151
         164        2.45     1.76555    0.150138
         165         0.8      1.7597    0.149342
         166         0.8     1.75392    0.148554
         167        0.45     1.74611     0.14787
         168        1.25     1.74315    0.147019
         169         0.2     1.73402    0.146432
         170        1.25     1.73118    0.145599
         171           0     1.72105    0.145099
         172         0.2     1.71221    0.144524
         173         1.8     1.71272     0.14369
         174        0.45     1.70546    0.143047
         175        0.45     1.69829     0.14241
         176        0.45     1.69119    0.141777
         177           0     1.68164    0.141297
         178        0.45     1.67472    0.140673
         179        0.05     1.66564     0.14018
         180        0.45     1.65889    0.139563
         181           0     1.64972    0.139093
         182        1.25     1.64753    0.138346
         183         3.2     1.65601     0.13785
         184        4.05     1.66902    0.137713
         185         0.8     1.66432    0.137049
         186         1.8     1.66505    0.136314
         187        0.05     1.65642    0.135859
         188        0.05     1.64787    0.135404
         189           0     1.63915    0.134968
         190        0.45     1.63289    0.134403
         191           0     1.62435    0.133971
         192         0.8     1.62005    0.133342
         193         0.8      1.6158    0.132719
         194         1.8     1.61675    0.132038
         195        1.25     1.61487    0.131374
         196        2.45     1.61913    0.130773
         197         0.8     1.61497    0.130175
         198        0.05     1.60707    0.129758
         199         0.2         1.6    0.129298
         200        0.05     1.59225    0.128884
         201           0     1.58433    0.128486
         202        0.05     1.57673    0.128074
         203        0.05     1.56921    0.127664
         204           0     1.56152    0.127269
         205         0.8      1.5578    0.126703
         206         0.8     1.55413    0.126141
         207        0.45     1.54879    0.125644
