# VELOCITY:     AVE_POFV:        ERROR:
           1           0       0.254           0
           1    0.146667       1.584           0
           1    0.293333       4.129           0
           1        0.44         6.9           0
           1    0.586667       9.208           0
           1    0.733333      10.586           0
           1        0.88      11.518           0
           1     1.02667      11.425           0
           1     1.17333      10.687           0
           1        1.32      10.318           0
           1     1.46667       8.152           0
           1     1.61333        7.64           0
           1        1.76       5.239           0
           1     1.90667       3.338           0
           1     2.05333       2.387           0
           1         2.2       1.817           0
           1     2.34667       1.144           0
           1     2.49333       0.789           0
           1        2.64       0.392           0
           1     2.78667       0.219           0
           1     2.93333       0.126           0
           1        3.08       0.115           0
           1     3.22667       0.033           0
           1     3.37333           0           0
           1        3.52           0           0
           1     3.66667           0           0
           1     3.81333           0           0
           1        3.96           0           0
           1     4.10667           0           0
           1     4.25333           0           0
           2           0      0.2985   0.0314663
           2    0.146667       1.611   0.0190919
           2    0.293333      3.7575     0.26269
           2        0.44      6.7065    0.136825
           2    0.586667       9.483    0.194454
           2    0.733333      11.226    0.452548
           2        0.88     11.8005    0.199758
           2     1.02667       11.65    0.159099
           2     1.17333     11.1465    0.324916
           2        1.32     10.2515   0.0470226
           2     1.46667      8.2825   0.0922774
           2     1.61333      7.1475     0.34825
           2        1.76      4.9205    0.225214
           2     1.90667      3.2075   0.0922774
           2     2.05333       2.231    0.110309
           2         2.2      1.5545    0.185616
           2     2.34667       0.998    0.103238
           2     2.49333      0.7595   0.0208597
           2        2.64      0.4465   0.0385373
           2     2.78667      0.2265   0.0053033
           2     2.93333       0.184   0.0410122
           2        3.08      0.0945   0.0144957
           2     3.22667      0.0165   0.0116673
           2     3.37333           0           0
           2        3.52           0           0
           2     3.66667           0           0
           2     3.81333           0           0
           2        3.96           0           0
           2     4.10667           0           0
           2     4.25333           0           0
           3           0    0.260667   0.0373403
           3    0.146667       1.445    0.136135
           3    0.293333     3.51133    0.266586
           3        0.44         6.4    0.266362
           3    0.586667       9.269    0.217569
           3    0.733333     11.0437    0.336431
           3        0.88     11.9407    0.175592
           3     1.02667     12.2363    0.490348
           3     1.17333     11.7693    0.552752
           3        1.32     10.1523   0.0868259
           3     1.46667     8.13167    0.137665
           3     1.61333       7.073    0.240003
           3        1.76     5.19533    0.269997
           3     1.90667     3.37767    0.151951
           3     2.05333     2.39433    0.152293
           3         2.2       1.496    0.132642
           3     2.34667       0.946   0.0808675
           3     2.49333    0.601333    0.129889
           3        2.64        0.37   0.0675393
           3     2.78667    0.178333   0.0394865
           3     2.93333       0.134   0.0491347
           3        3.08       0.063   0.0274752
           3     3.22667       0.011  0.00898146
           3     3.37333           0           0
           3        3.52           0           0
           3     3.66667           0           0
           3     3.81333           0           0
           3        3.96           0           0
           3     4.10667           0           0
           3     4.25333           0           0
           4           0     0.23975    0.033353
           4    0.146667      1.3945    0.111073
           4    0.293333     3.46925    0.203234
           4        0.44       6.304    0.216381
           4    0.586667     9.09425    0.222553
           4    0.733333     10.9878    0.256928
           4        0.88      11.987    0.137671
           4     1.02667     11.9738    0.432389
           4     1.17333     11.6185    0.434656
           4        1.32     10.1815   0.0698467
           4     1.46667      8.3725    0.232725
           4     1.61333       7.385    0.324667
           4        1.76     5.39625    0.266985
           4     1.90667       3.587    0.214133
           4     2.05333       2.465    0.129582
           4         2.2       1.405    0.126915
           4     2.34667     0.90075   0.0722092
           4     2.49333     0.53975     0.11106
           4        2.64       0.341   0.0565387
           4     2.78667     0.18625   0.0303981
           4     2.93333     0.11575   0.0400973
           4        3.08     0.04725   0.0247118
           4     3.22667     0.00825  0.00714471
           4     3.37333           0           0
           4        3.52           0           0
           4     3.66667           0           0
           4     3.81333           0           0
           4        3.96           0           0
           4     4.10667           0           0
           4     4.25333           0           0
           5           0       0.216   0.0341057
           5    0.146667      1.4102   0.0899615
           5    0.293333      3.5116    0.166941
           5        0.44      6.1292    0.233258
           5    0.586667      8.7394    0.363915
           5    0.733333     10.8534    0.238092
           5        0.88     12.0366    0.118736
           5     1.02667     12.0156    0.347931
           5     1.17333      11.683    0.352478
           5        1.32     10.3836    0.189203
           5     1.46667      8.4346    0.194289
           5     1.61333      7.4232    0.261972
