#   N_BLOCK:  ACCEPTANCE:
           1   0.0574823
           2    0.057828
           3   0.0577747
           4   0.0570409
           5   0.0566319
           6   0.0568077
           7   0.0571168
           8   0.0572865
           9   0.0575778
          10   0.0578753
          11   0.0579875
          12   0.0577565
          13   0.0577872
          14   0.0574754
          15   0.0574532
          16   0.0573479
          17   0.0572287
          18   0.0571899
          19   0.0571093
          20   0.0571415
