#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.232761    0.232761           0
           2    0.229479     0.23112  0.00116043
           3    0.230381    0.230874  0.00079931
           4    0.230504    0.230781   0.0006048
           5    0.231902    0.231006 0.000523749
           6    0.229915    0.230824 0.000466946
           7    0.229142    0.230583 0.000457902
           8    0.230591    0.230584 0.000400665
           9    0.232562    0.230804 0.000412011
          10    0.231057     0.23083 0.000371587
          11    0.231474    0.230888 0.000342397
          12    0.228464    0.230686 0.000368671
          13    0.230844    0.230698 0.000340511
          14    0.229208    0.230592  0.00033242
          15    0.232347    0.230709 0.000330214
          16    0.231802    0.230777 0.000316565
          17    0.231385    0.230813 0.000299959
          18    0.231401    0.230846 0.000285069
          19    0.231031    0.230855 0.000270232
          20    0.230537    0.230839 0.000257188
