#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     1.55536     1.55536           0
           2     1.62836     1.59186   0.0258094
           3      1.6955     1.62641   0.0330409
           4     1.46706     1.58657   0.0424771
           5     1.70956     1.61117   0.0404821
           6      1.7801     1.63932   0.0424106
           7     1.44006     1.61086   0.0449002
           8      1.6801     1.61951   0.0401132
           9        1.89     1.64957    0.045544
          10     1.61392       1.646   0.0411289
          11     1.67942     1.64904   0.0375019
          12     1.68154     1.65175   0.0344744
          13     1.79384     1.66268   0.0335105
          14     1.70478     1.66569   0.0312515
          15     1.62762     1.66315   0.0292709
          16     1.66476     1.66325   0.0274417
          17     1.83792     1.67352   0.0276843
          18     1.74266     1.67736   0.0264114
          19     1.54152     1.67021    0.025971
          20     1.87562     1.68048   0.0266258
