#   N_BLOCK:  ACCEPTANCE:
           1    0.513238
           2    0.513111
           3    0.513029
           4    0.513047
           5    0.513102
           6    0.513129
           7    0.513028
           8    0.513069
           9    0.513139
          10    0.513202
          11    0.513125
          12    0.513174
          13    0.513162
          14    0.513043
          15    0.513039
          16    0.513006
          17    0.512989
          18     0.51301
          19    0.513057
          20    0.513068
