#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.198444    0.198444           0
           2    0.198867    0.198656 0.000149553
           3    0.196206    0.197839 0.000674194
           4    0.198992    0.198127 0.000563889
           5    0.197171    0.197936  0.00048246
           6    0.196371    0.197675 0.000467263
           7    0.196594    0.197521 0.000425279
           8    0.197155    0.197475 0.000374561
           9     0.19796    0.197529 0.000336801
          10    0.197631    0.197539 0.000303276
          11    0.197978    0.197579 0.000278315
          12    0.196448    0.197485 0.000270611
          13    0.197598    0.197493 0.000249935
          14    0.197465    0.197491 0.000232091
          15    0.197642    0.197501 0.000216835
          16    0.195853    0.197398 0.000226438
          17    0.195321    0.197276 0.000243885
          18    0.197177    0.197271 0.000230398
          19    0.198034    0.197311 0.000221749
          20    0.197622    0.197326 0.000211207
