#   N_BLOCK:  ACCEPTANCE:
           1    0.400493
           2    0.400384
           3    0.400525
           4    0.400655
           5    0.400346
           6    0.400229
           7    0.400311
           8    0.400276
           9    0.400312
          10    0.400407
          11     0.40035
          12    0.400423
          13    0.400363
          14    0.400333
          15    0.400339
          16    0.400266
          17    0.400197
          18    0.400156
          19    0.400108
          20    0.400042
