#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.249329    0.249329           0
           2    0.251121    0.250225 0.000633655
           3    0.249081    0.249844 0.000524836
           4     0.24944    0.249743 0.000403203
           5    0.250189    0.249832 0.000332292
           6    0.250025    0.249864 0.000278463
           7      0.2488    0.249712 0.000277096
           8    0.248192    0.249522 0.000300659
           9    0.250045     0.24958 0.000272818
          10    0.248897    0.249512  0.00025396
          11    0.250673    0.249617 0.000251855
          12    0.247704    0.249458 0.000276771
          13    0.247778    0.249329 0.000284046
          14    0.249173    0.249318 0.000263976
          15    0.250378    0.249388 0.000255666
          16    0.246975    0.249237 0.000280683
          17    0.247484    0.249134 0.000282487
          18    0.248493    0.249099 0.000269034
          19    0.249733    0.249132 0.000256941
          20    0.250055    0.249178 0.000248206
