#   N_BLOCK:  ACCEPTANCE:
           1    0.481407
           2     0.48131
           3    0.481295
           4    0.481509
           5      0.4815
           6    0.481383
           7    0.481287
           8    0.481287
           9    0.481427
          10    0.481431
          11    0.481332
          12    0.481349
          13    0.481236
          14    0.481161
          15    0.481166
          16    0.481134
          17    0.481123
          18    0.481203
          19    0.481267
          20    0.481301
