#   N_BLOCK:  ACCEPTANCE:
           1    0.529856
           2    0.529878
           3    0.529776
           4    0.529818
           5    0.529938
           6    0.529949
           7    0.529838
           8    0.529816
           9    0.529934
          10    0.529986
          11    0.529913
          12    0.529885
          13    0.529925
          14    0.529852
          15    0.529833
          16    0.529824
          17    0.529797
          18    0.529811
          19    0.529843
          20    0.529883
