#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     18.6716     18.6716           0
           2     18.5066     18.5891   0.0583317
           3     18.4164     18.5315    0.060996
           4      19.497     18.7729    0.213964
           5     18.2833      18.675    0.192277
           6     18.5014      18.646    0.162393
           7      18.661     18.6482    0.139208
           8     19.6162     18.7692    0.166281
           9     17.5036     18.6286    0.198556
          10     18.6937     18.6351    0.178807
          11     18.7144     18.6423    0.162697
          12     18.8287     18.6578    0.149879
          13     19.1196     18.6933    0.142496
          14      18.668     18.6915     0.13233
          15     18.3888     18.6713    0.125037
          16     18.7196     18.6744    0.117259
          17     19.2106     18.7059    0.114525
          18     18.6769     18.7043    0.108174
          19     18.6848     18.7033    0.102485
          20     19.1277     18.7245   0.0995337
